,node_role,betweenness,within_module_connectivity,within_module_degree,degree,among_module_connectivity,eigenvector_centrality,node_module_membership,modularity
clostridium sp.,connector_node,0.014571779097384835,-0.5747048932153913,3,4,0.9375,0.00014700135788162953,0.4216061886024112,2
pleomorphomonas sp.,peripheral_node,0.052818285428792806,-0.38126126966035234,6,7,0.26530612244897966,0.0018240659842312808,0.033322872244458374,0
citrobacter spp.,connector_node,0.04024389115233956,0.6423172335936724,6,7,0.9795918367346939,0.0003409041408969542,-0.7354752438381421,2
acidovorax caeni,connector_node,0.00569332328533003,-0.16903085094570341,4,4,1.0,4.173510541033027e-05,-0.4302594355558702,2
fibrobacter spp.,peripheral_node,0.0018508694038087215,0.0953153174150882,8,8,0.0,0.0024573374964111175,0.16967269980276972,0
chlorobium spp.,connector_node,0.010287798747817713,1.0,4,4,1.0,3.700392845694715e-06,-0.09359798134383465,3
bradyrhizobium yuanmingense,connector_node,0.04525566508367041,0.6423172335936724,6,6,1.0,0.0013383204252831141,-0.631897945570743,2
rhodopseudomonas sp.,peripheral_node,0.03255372945638433,-0.38126126966035234,6,6,0.0,0.0011020934048250816,0.4249551920910604,0
inquilinus spp.,peripheral_node,0.03229862491902734,-0.14297297612263207,7,8,0.234375,0.0030377879037364526,-0.040393481613045026,0
dechloromonas agitata,connector_node,0.04397721933348389,1.0479912758633603,7,8,0.984375,0.0002456758483378901,-0.8915404831138838,2
acidovorax spp.,connector_node,0.03669074734671833,-0.9803789354850793,2,6,1.0,0.0007898114189435756,0.031264348234142696,2
opitutus sp.,connector_node,0.1264801810944253,1.0173382250855336,16,18,0.9876543209876543,0.2576730263968258,0.6745695735655066,1
methylocella palustris,peripheral_node,0.008138432364096082,-0.6195495631980726,5,5,0.0,0.0017448470297123327,0.0630962142790739,0
beijerinckia spp.,connector_node,0.0,-1.3860529777547672,1,1,1.0,1.7099434861510476e-05,0.7432376155481838,2
bradyrhizobium elkanii,connector_node,0.0,0,2,2,1.0,3.8410642502089726e-24,-0.09316387277750982,4
clostridium spp.,connector_node,0.0,-1.0,2,2,1.0,5.91580735175871e-10,0.1436491770926861,3
ochrobactrum anthropi,connector_node,0.005275240782193401,1.0173382250855336,16,16,1.0,0.2490519875853281,0.4222552891866289,1
nitrospirillum azospirillum amazonense,connector_node,0.007738858629841838,1.392147044853888,18,18,1.0,0.268800527854385,0.5041689737120205,1
acinetobacter junii,connector_node,0.03255372945638433,-0.16903085094570341,4,4,1.0,1.6728402687270004e-05,-0.6650372909946992,2
propionibacterium acnes,peripheral_node,0.0,-1.3344144438112335,2,2,0.0,8.252971423380304e-05,0.09583514127350269,0
brevundimonas sp.,connector_node,0.01029405515109356,0.8299338152013563,15,15,1.0,0.22604595621851115,0.49477965567892324,1
escherichia vulneris,connector_node,0.0003388504067665374,-0.294492644103707,9,9,1.0,0.1488385101405641,0.5039707279994604,1
brevundimonas spp.,connector_node,0.0031890528151575256,0.8299338152013563,15,15,1.0,0.2419024601312456,0.5293128969702477,1
parabacteroides distasonis,peripheral_node,0.007672248246010236,0.3336036109528085,9,9,0.0,0.008305649236160256,0.03861729029819399,0
nitrobacter hamburgensis,connector_node,0.0,0,1,1,1.0,8.902895627221542e-30,0.6183953738232183,6
vitis vinifera,connector_node,0.023941213653603036,-0.16903085094570341,4,4,1.0,0.00011902984155414142,-0.58038385522045,2
methylocystis heyerii,peripheral_node,0.062401977412757666,1.5250450786414098,14,14,0.0,0.0061395902959949,0.3133237923269803,0
methylobacillus sp.,connector_node,0.0,0,2,2,1.0,3.8410642502089726e-24,0.12832586085099484,5
pseudomonas veronii,peripheral_node,0.03552424983571448,1.0484684915659694,12,12,0.0,0.008556987307485792,0.15340389800934853,0
streptococcus salivarius,peripheral_node,0.020729698755146676,0.810180198028249,11,11,0.0,0.008423672984490047,0.18294124742902776,0
stenotrophomonas spp.,connector_node,0.010308901175043758,-1.044110283640416,5,6,1.0,0.0033234851398083573,0.2541082606827289,1
cytophaga spp.,connector_node,0.04241465118334024,-0.9803789354850793,2,3,1.0,0.017607737314068152,0.530795917068265,2
rhizobium straminoryzae,connector_node,0.011497236515160917,1.0173382250855336,16,16,1.0,0.24099710341654276,0.29349616569913517,1
methanosaeta sp.,peripheral_node,0.009197774375752702,0.810180198028249,11,11,0.0,0.0031747106656248004,0.31049278940608704,0
pontibacter korlensis,peripheral_node,0.04552654077038553,-0.6195495631980726,5,6,0.30555555555555547,0.0020728907511705645,0.04377347425388697,0
bacteroides fragilis,peripheral_node,0.01159893998227274,1.0484684915659694,12,12,0.0,0.005949120839546831,0.26874223960848925,0
rhodothermus spp.,connector_node,0.008929769249795003,1.0173382250855336,16,16,1.0,0.22998596037976046,0.4178529600784504,1
rhodovibrio sodomensis,connector_node,0.0,-1.7937279231771248,1,1,1.0,0.006838646798019976,-0.10640201739817606,1
rhizobium sp.,connector_node,0.002162908863287522,0.8299338152013563,15,15,1.0,0.2436103577920606,0.563620227389499,1
enterobacter sp.,connector_node,0.02907821110887444,0.4551249954330019,13,13,1.0,0.17240527638465566,0.7050390869501321,1
gemmatimonas spp.,connector_node,0.006695082452969323,0.6425294053171791,14,14,1.0,0.21965188237824532,0.5344949165769117,1
bacteroides caccae,connector_node,0.016403625287168953,-1.7937279231771248,1,2,0.75,0.007050009577680965,-0.043520271636664075,1
eubacterium rectale,connector_node,0.025268693089295628,-0.48189705398788424,8,8,1.0,0.09835683713110116,0.18177319649104073,1
citrobacter sp.,connector_node,0.002244387433437978,-0.5747048932153913,3,3,1.0,8.382097980206551e-05,-0.2556232643777893,2
pseudomonas spp.,peripheral_node,0.0,-1.5727027373489537,1,1,0.0,0.00012696203812743884,0.0060697162448702865,0
hydrogenophaga spp.,connector_node,0.0,-0.9803789354850793,2,2,1.0,1.2503073173375129e-06,-0.6366995228680032,2
atopostipes sp.,peripheral_node,0.0,-1.0961261502735131,3,3,0.0,0.0006632498064893324,0.4714477913424537,0
rhodovibrio spp.,connector_node,0.039840233282004,-0.6693014638720615,7,8,1.0,0.08024690630228096,0.2934711076271325,1
ochrobactrum intermedium,connector_node,0.00042929882048274473,-0.8567058737562386,6,6,1.0,0.04641725453816085,0.18250316991700022,1
pseudochrobactrum kiredjianiae,connector_node,0.029591610200642576,-1.6063235132929476,2,3,0.8888888888888888,0.0026844386944963176,0.3708227589489904,1
steroidobacter spp.,connector_node,0.06928435747892446,-1.044110283640416,5,8,0.9375,0.003842632732799424,0.5734184454151643,1
oligotropha carboxidovorans,connector_node,0.010067708581346447,0.26772058554882466,12,12,1.0,0.14029237735936098,0.2755345436841912,1
salinibacter spp.,peripheral_node,0.020165467622209714,-0.6195495631980726,5,6,0.30555555555555547,0.0017175186356081903,0.03581703975055667,0
pantoea agglomerans,connector_node,0.0,-1.0,2,2,1.0,5.91580735175871e-10,0.24377694742990502,3
chelatococcus spp.,connector_node,0.016434892541087234,0,1,2,1.0,0.005606587133789259,0.571671686290468,7
streptococcus sanguinis,connector_node,0.021617058132357106,-0.8567058737562386,6,6,1.0,0.019663176245937677,0.5130214338813546,1
afipia broomeae,peripheral_node,0.0,-1.3344144438112335,2,2,0.0,0.00024278363007118871,-0.04345947738508647,0
prevotella sp.,peripheral_node,0.009197774375752702,0.810180198028249,11,11,0.0,0.0031747106656248,0.31049278940608704,0
methyloligella halotolerans,connector_node,0.025264478688683926,-0.8567058737562386,6,6,1.0,0.03351999082224845,0.3420224377024639,1
rhodopseudomonas oryzae,connector_node,0.0638432364096081,0.0,3,3,1.0,1.5868667960340853e-06,0.08810393743807557,3
porphyromonas spp.,peripheral_node,0.01978578365485319,1.2867567851036896,13,13,0.0,0.009616017200145481,0.2631081828691664,0
methylocella silvestris,connector_node,0.003975175830101988,-0.10708823421952979,10,10,1.0,0.09756912825838814,0.14746420941012875,1
sphingobacterium spp.,connector_node,0.04835651074589128,-1.0,2,2,1.0,1.1127092361730496e-07,0.4002739393559657,3
nitrobacter spp.,connector_node,0.0,0,1,1,1.0,0.00038981993554892014,0.9366001152804865,7
spirosoma spp.,connector_node,0.003975175830101988,-0.10708823421952979,10,10,1.0,0.09756912825838814,0.14746420941012875,1
pseudomonas sp.,connector_node,0.004823456219963615,0.26772058554882466,12,12,1.0,0.16656403233710912,0.35203171722777354,1
hartmannibacter stappia sp.,peripheral_node,0.009197774375752702,0.810180198028249,11,11,0.0,0.0031747106656248,0.31049278940608704,0
tumebacillus sp.,connector_node,0.014756357697546137,0.8299338152013563,15,15,1.0,0.20107665122768392,0.35434812847609465,1
staphylococcus aureus,connector_node,0.023941213653603036,-0.16903085094570341,4,4,1.0,0.00011902984155414142,-0.58038385522045,2
phyllobacterium sp.,connector_node,0.003975175830101988,-0.10708823421952979,10,10,1.0,0.09756912825838814,0.14746420941012875,1
paenibacillus spp.,connector_node,0.011600900222694228,1.0479912758633603,7,7,1.0,0.00010507518177777436,-0.823664810403903,2
streptococcus thermophilus,peripheral_node,0.008138432364096082,-0.6195495631980726,5,5,0.0,0.0017448470297123327,-0.012654958484817777,0
elizabethkingia meningoseptica,connector_node,0.021617058132357106,-0.8567058737562386,6,6,1.0,0.019663176245937677,0.5130214338813546,1
methylococcus capsulatus,connector_node,0.038705288180734515,-0.294492644103707,9,10,1.0,0.11581892192499028,-0.007924753039334112,1
prevotella spp.,connector_node,0.0,0,2,2,1.0,3.8410642502089726e-24,-0.09316387277750982,4
methylopila sp.,connector_node,0.03255372945638433,0.0,3,3,1.0,7.857429358507903e-09,0.2160405764701007,3
parabacteroides spp.,connector_node,0.010308901175043758,-1.044110283640416,5,6,1.0,0.0033234851398083573,0.2541082606827289,1
burkholderia ubonensis,connector_node,0.0013531336504821788,-0.16903085094570341,4,4,1.0,7.757890411897377e-05,-0.5267649563117203,2
aeromonas spp.,connector_node,0.0,-0.9803789354850793,2,2,1.0,1.2503073173375129e-06,-0.6366995228680032,2
bacillus thermoamylovorans,connector_node,0.0,0,2,2,1.0,3.8410642502089726e-24,-0.09316387277750982,4
corynebacterium durum,connector_node,0.0,0,2,2,1.0,3.8410642502089726e-24,0.12832586085099484,5
rubrivivax gelatinosus,connector_node,0.0,-1.6063235132929476,2,3,1.0,0.0005170859216516981,0.2023000015360803,1
