,node_module_membership,within_module_degree,betweenness,modularity,within_module_connectivity,among_module_connectivity,eigenvector_centrality,degree,node_role
rhodocyclus spp.,0.20666168321347134,2,0.039729961916013384,2,-0.6154574548966636,0.75,0.08684311913229036,6,connector_node
ochrobactrum anthropi,0.02902541738887073,8,0.0845253848029473,3,1.2403473458920844,0.8724489795918368,0.29683821623162,14,connector_node
nitrospirillum azospirillum amazonense,0.3982926202281099,10,0.059818034182513684,0,1.4450544500216227,0.6539792387543253,0.34623914481069623,17,connector_node
acinetobacter junii,-0.2911898692519553,9,0.0010307153164296021,1,0.9013268875231848,1.0,0.058569219479608,9,connector_node
propionibacterium acnes,0.28067065353779036,4,0.01525458668315811,5,1.0690449676496974,1.0,0.002478025156338247,4,connector_node
brevundimonas sp.,0.417270413980906,4,0.07524726384497565,0,-0.46535651780357346,0.75,0.18616283310782714,8,connector_node
rhizobium petrolearium,-0.06877394532543844,1,0.0,0,-1.4205620017161715,0.0,0.0010521198118468582,1,peripheral_node
brevundimonas spp.,-0.16134364513611546,2,0.06019377447948876,5,-1.6035674514745466,0.8888888888888888,0.020019302595793726,3,connector_node
parabacteroides distasonis,0.3154010469221153,3,0.03630289231682899,2,0.18463723646899916,0.9375,0.02935656468849673,4,connector_node
nitrobacter hamburgensis,-0.10277016833832597,4,0.002254321642076744,2,0.9847319278346619,1.0,0.00022979102419592832,4,connector_node
methylocystis heyerii,0.959053552568149,1,0.0,11,0,1.0,3.910762899543128e-36,1,connector_node
pseudomonas veronii,-0.09413030188879318,2,0.01566687280972995,2,-0.6154574548966636,1.0,0.009197531297568482,2,connector_node
streptococcus salivarius,0.2569866100793396,1,0.0,2,-1.4155521462623264,1.0,0.0009634184750233109,1,connector_node
stenotrophomonas spp.,-0.5187633785833469,7,0.0,1,0.2724941752977069,1.0,0.05107833949923911,7,connector_node
zoogloea sp.,-0.3268592250627596,10,0.024336859835119965,1,1.2157432436359237,0.9917355371900827,0.0665246734073798,11,connector_node
bordetella hinzii,-0.49172800698023467,9,0.018739304121785556,1,0.9013268875231848,1.0,0.05332324120988788,9,connector_node
rhizobium straminoryzae,0.23039685392843764,2,0.039671868169502716,1,-1.2995876052659876,0.8888888888888888,0.012793351515999075,3,connector_node
methanosaeta sp.,-0.262160079642566,3,0.0,9,0,1.0,1.1007818960697996e-21,3,connector_node
pontibacter korlensis,-0.5007004338425455,5,0.0332957018978555,0,-0.14695468983270743,0.30555555555555547,0.130028106280942,6,peripheral_node
bacteroides fragilis,0.10261611805697045,5,0.0018799987340763333,3,-0.6201736729460422,0.9183673469387755,0.1717097873323325,7,connector_node
sphingobium yanoikuyae,-0.19542987692053587,6,0.01525458668315811,1,-0.04192218081503198,1.0,0.03949742454149997,6,connector_node
rhodovibrio sodomensis,0.24199210144909608,1,0.0,4,-1.2247448713915894,1.0,5.809905261259284e-05,1,connector_node
rhizobium sp.,-0.1513966235224834,1,0.0,6,-1.0,1.0,1.16181718673215e-30,1,connector_node
enterobacter sp.,-0.010473980540233995,1,0.0,2,-1.4155521462623264,1.0,0.00011908043522485052,1,connector_node
gemmatimonas spp.,-0.25942278850837447,1,0.0,4,-1.2247448713915894,1.0,5.809905261259284e-05,1,connector_node
eubacterium rectale,-0.23671771990938018,3,0.09560609016227622,0,-0.7837583457744395,0.64,0.010044115497240807,5,connector_node
citrobacter sp.,0.08543543230554351,4,0.01525458668315811,5,1.0690449676496974,1.0,0.002478025156338247,4,connector_node
pseudomonas spp.,-0.24404647733937737,2,0.01566687280972995,4,0.8164965809277259,1.0,0.0005546634243785185,2,connector_node
hydrogenophaga spp.,0.8339075101825945,2,0.01566687280972995,7,1.0,1.0,0.0012194707883370058,2,connector_node
ochrobactrum intermedium,-0.8919406860372274,3,0.00041228612657184083,8,1.414213562373095,1.0,1.8547334029958584e-26,3,connector_node
oligotropha carboxidovorans,-0.3110896909840632,1,0.0,12,0,1.0,3.910762899543128e-36,1,connector_node
salinibacter spp.,-0.26702145060483434,1,0.0,0,-1.4205620017161715,0.0,0.0063132073152073545,1,peripheral_node
chelatococcus spp.,-0.6603071681921684,1,0.0,8,-1.414213562373095,1.0,8.54681790069817e-27,1,connector_node
streptococcus sanguinis,0.36980488407654716,3,0.0,5,-0.2672612419124246,1.0,0.0005798745315923334,3,connector_node
afipia broomeae,0.9616131220015841,1,0.0,13,0,1.0,3.910762899543128e-36,1,connector_node
prevotella sp.,-0.10277016833832597,4,0.002254321642076744,2,0.9847319278346619,1.0,0.00022979102419592832,4,connector_node
thioalkalivibrio spp.,0.8712356706157223,1,0.0,11,0,1.0,3.910762899543128e-36,1,connector_node
methyloligella halotolerans,0.16231687541636813,1,0.0,12,0,1.0,3.910762899543128e-36,1,connector_node
rhodopseudomonas oryzae,0.8516191674992823,1,0.0,13,0,1.0,3.910762899543128e-36,1,connector_node
porphyromonas spp.,-0.24647544284058906,2,0.00041228612657184083,6,1.0,1.0,1.8798596968464024e-30,2,connector_node
methylocella silvestris,-0.1807250170458273,2,0.00041228612657184083,6,1.0,1.0,1.8798596968464024e-30,2,connector_node
rhodoplanes spp.,0.39441373994496576,4,0.04017134590679797,2,0.9847319278346619,1.0,0.005013300363530805,4,connector_node
sphingobacterium spp.,-0.19542987692053587,6,0.01525458668315811,1,-0.04192218081503198,1.0,0.03949742454149997,6,connector_node
spirosoma spp.,-0.9611401793287456,2,0.0,8,0.0,1.0,1.5851250520327066e-26,2,connector_node
pseudomonas sp.,-0.262160079642566,3,0.0,9,0,1.0,1.1007818960697996e-21,3,connector_node
aquabacterium spp.,-0.5974251177109797,1,0.0,1,-1.6140039613787265,1.0,0.005586319772216648,1,connector_node
neisseria perflava,-0.055283129173425954,3,0.0,10,0,1.0,1.1007818960697996e-21,3,connector_node
tumebacillus sp.,0.45133995864092047,3,0.0,5,-0.2672612419124246,1.0,0.0005798745315923334,3,connector_node
phyllobacterium sp.,-0.07587713749906642,3,0.0,10,0,1.0,1.1007818960697996e-21,3,connector_node
roseburia spp.,0.11341291790271024,4,0.0009269802096023491,0,-0.46535651780357346,0.0,0.08412518576471222,4,peripheral_node
oribacterium sinus,0.18459334249146303,4,0.01647667323253347,2,0.9847319278346619,1.0,0.0005973402767530826,4,connector_node
flexithrix dorotheae,-0.10277016833832597,4,0.002254321642076744,2,0.9847319278346619,1.0,0.00022979102419592832,4,connector_node
methylococcus capsulatus,-0.055283129173425954,3,0.0,10,0,1.0,1.1007818960697996e-21,3,connector_node
prevotella spp.,-0.5011526182301737,1,0.0,0,-1.4205620017161715,0.0,0.0063132073152073545,1,peripheral_node
methylopila sp.,0.8005444942104015,1,0.0,7,-1.0,1.0,0.0012060905270015162,1,connector_node
prevotella nanceiensis,-0.9611401793287456,2,0.0,8,0.0,1.0,1.5851250520327066e-26,2,connector_node
bosea spp.,-0.262160079642566,3,0.0,9,0,1.0,1.1007818960697996e-21,3,connector_node
corynebacterium durum,-0.055283129173425954,3,0.0,10,0,1.0,1.1007818960697996e-21,3,connector_node
