,node_module_membership,within_module_degree,betweenness,modularity,within_module_connectivity,among_module_connectivity,eigenvector_centrality,degree,node_role
bradyrhizobium spp.,-0.4471872349934458,5,0.0,0,-0.28905773931487283,0.0,0.14553255174515392,5,peripheral_node
rhodopseudomonas sp.,0.3014993278035771,1,0.0,0,-1.3351714625496505,0.0,0.001810048684066397,1,peripheral_node
inquilinus spp.,0.5138043544535495,2,0.010450450450450451,3,-0.2672612419124246,1.0,5.7797803605091246e-05,2,connector_node
dechloromonas agitata,0.4031006597375377,6,0.0,1,-0.1604498904240439,1.0,2.940610041706091e-05,6,connector_node
acidovorax spp.,0.8210377291888477,5,0.01981981981981982,1,-0.5014059075751371,1.0,2.2229180088546974e-05,5,connector_node
rhodocyclus spp.,0.4290986912108102,2,0.00036036036036036037,3,-0.2672612419124246,1.0,1.1488878254380654e-05,2,connector_node
clostridium spp.,0.2916278190053547,1,0.0,7,0,1.0,1.394579758590906e-40,1,connector_node
acinetobacter junii,0.6691140427534013,9,0.004234234234234233,1,0.8624181610292357,1.0,4.4435471027332004e-05,9,connector_node
brevundimonas sp.,0.950649098024733,1,0.0,8,0,1.0,1.394579758590906e-40,1,connector_node
rhizobium petrolearium,-0.47380284503459735,1,0.0,0,-1.3351714625496505,0.0,0.0031089725233639427,1,peripheral_node
escherichia vulneris,0.05348321259482998,2,0.019819819819819822,0,-1.073643031740956,0.0,0.0018282731682164144,2,peripheral_node
brevundimonas spp.,0.0999293414986197,2,0.01981981981981982,3,-0.2672612419124246,1.0,5.820510740439054e-07,2,connector_node
pseudomonas veronii,-0.5969906069839006,9,0.0032432432432432413,0,0.7570559839199048,0.18999999999999995,0.2846207762491342,10,peripheral_node
stenotrophomonas spp.,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
zoogloea sp.,-0.4708364305366588,2,0.0,6,0,1.0,3.0010973777129696e-31,2,connector_node
rhizobium straminoryzae,-0.3737150778712228,2,0.00036036036036036037,5,1.4142135623730951,1.0,3.620016914748059e-36,2,connector_node
pontibacter korlensis,-0.8593224180367118,9,0.00024024024024024023,0,0.7570559839199048,0.18999999999999995,0.2898018190665534,10,peripheral_node
bacteroides fragilis,-0.5446896035338414,6,0.07495495495495495,0,-0.027529308506178445,0.26530612244897966,0.1779450582498347,7,peripheral_node
sphingobium yanoikuyae,0.5832050892938598,9,0.0069189189189189145,1,0.8624181610292357,1.0,4.422851826885493e-05,9,connector_node
rhodothermus spp.,0.14303547249975337,1,0.0,3,-1.6035674514745466,1.0,5.811234053771569e-08,1,connector_node
rhodovibrio sodomensis,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
rhizobium sp.,-0.5969906069839006,9,0.0032432432432432413,0,0.7570559839199048,0.18999999999999995,0.2846207762491342,10,peripheral_node
gemmatimonas spp.,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
bacteroides caccae,-0.4055191192330235,1,0.0,5,-0.7071067811865474,1.0,2.5597385084283566e-36,1,connector_node
citrobacter sp.,-0.15636164109621137,3,0.05801801801801802,0,-0.8121146009322617,0.0,0.018129389355299116,3,peripheral_node
pseudochrobactrum kiredjianiae,-0.43199003126164653,1,0.0,0,-1.3351714625496505,0.0,0.030826128146820442,1,peripheral_node
steroidobacter spp.,0.5832050892938598,9,0.0069189189189189145,1,0.8624181610292357,1.0,4.422851826885493e-05,9,connector_node
salinibacter spp.,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
streptococcus sanguinis,0.4031006597375377,6,0.0,1,-0.1604498904240439,1.0,2.940610041706091e-05,6,connector_node
porphyromonas spp.,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
sphingobacterium spp.,0.1182414670986467,2,0.009009009009009009,3,-0.2672612419124246,1.0,5.727439637657752e-05,2,connector_node
hartmannibacter stappia sp.,-0.5969906069839006,9,0.0032432432432432413,0,0.7570559839199048,0.18999999999999995,0.2846207762491342,10,peripheral_node
aquabacterium spp.,0.5832050892938598,9,0.0069189189189189145,1,0.8624181610292357,1.0,4.422851826885493e-05,9,connector_node
staphylococcus aureus,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
roseburia spp.,-0.5969906069839006,9,0.0032432432432432413,0,0.7570559839199048,0.18999999999999995,0.2846207762491342,10,peripheral_node
paenibacillus spp.,0.07531147131239052,1,0.0,9,0,1.0,1.394579758590906e-40,1,connector_node
elizabethkingia meningoseptica,0.6443072086002929,10,0.009081081081081077,1,1.203374178180329,1.0,4.6527012353812984e-05,10,connector_node
methylopila sp.,-0.6285175492804455,1,0.0,5,-0.7071067811865474,1.0,2.5597385084283566e-36,1,connector_node
acinetobacter lwoffii,-0.955501220367199,6,0.0,4,0,1.0,9.551018977241063e-12,6,connector_node
parabacteroides spp.,0.07531147131239052,1,0.0,9,0,1.0,1.394579758590906e-40,1,connector_node
aeromonas spp.,-0.4708364305366588,2,0.0,6,0,1.0,3.0010973777129696e-31,2,connector_node
corynebacterium tuberculostearicum,0.5832050892938598,9,0.0069189189189189145,1,0.8624181610292357,1.0,4.422851826885493e-05,9,connector_node
bacillus thermoamylovorans,-0.4708364305366588,2,0.0,6,0,1.0,3.0010973777129696e-31,2,connector_node
