,within_module_connectivity,degree,node_role,betweenness,modularity,eigenvector_centrality,node_module_membership,within_module_degree,among_module_connectivity
phaeospirillum sp.,-1.0,1,connector_node,0.0,6,1.16181718673215e-30,0.6610541611440579,1,1.0
enterobacter spp.,-0.6154574548966636,3,connector_node,0.01587602388449043,2,0.017381827207634138,0.05238399837828435,2,0.8888888888888888
cloacibacterium normanense,1.2157432436359237,10,connector_node,0.02623529964256499,1,0.05978241104972321,0.25108704923067016,10,1.0
rhodopseudomonas rhenobacensis,0.4898489661090246,7,peripheral_node,0.045035472032000194,0,0.06027085814954687,-0.25096715529684027,7,0.0
pleomorphomonas sp.,0.1714471381381586,6,peripheral_node,0.010117528142920119,0,0.07554174001948721,0.10393283090125088,6,0.0
citrobacter spp.,0.0,7,connector_node,0.004173574576360195,3,0.17649347262943213,-0.11037880781730212,6,0.9795918367346939
bradyrhizobium sp.,0.8164965809277259,3,connector_node,0.06101834673263244,4,0.005237176502750196,-0.3668179086747601,2,0.8888888888888888
acidovorax caeni,0.5869105314104458,8,connector_node,0.0030724313120556045,1,0.05279348507748553,0.26377002610964384,8,1.0
fibrobacter spp.,-1.2403473458920844,7,connector_node,0.008945411461034931,3,0.15737692575023438,0.2473880976068551,4,0.9183673469387755
chlorobium spp.,-1.1021601737453055,2,peripheral_node,0.0,0,0.008474530125577296,0.022912041997637578,2,0.0
bradyrhizobium yuanmingense,-1.4155521462623264,1,connector_node,0.0,2,0.0005251289571350358,0.5491425029455135,1,1.0
inquilinus spp.,-0.46535651780357346,4,peripheral_node,0.0,0,0.10842383423979776,0.021175398881555226,4,0.0
dechloromonas agitata,0.5869105314104458,8,connector_node,0.01457938186419823,1,0.05229153106935433,0.38164463205068616,8,1.0
acidovorax spp.,-0.9851712491532487,3,connector_node,0.0,1,0.01808641753865803,0.04950108714892099,3,1.0
opitutus sp.,-1.4205620017161715,1,peripheral_node,0.0,0,0.001601939869119013,-0.07554391453669486,1,0.0
methylocella palustris,-1.6140039613787265,1,connector_node,0.0,1,0.0008766200097625473,-0.11306568921496071,1,1.0
beijerinckia spp.,0.8164965809277259,2,connector_node,0.01566687280972995,4,0.0005546634243785185,-0.27922369041710887,2,1.0
rhodocyclus spp.,-0.6154574548966636,6,connector_node,0.039729961916013384,2,0.08684311913229036,0.2947373563255058,2,0.75
ochrobactrum anthropi,1.2403473458920844,14,connector_node,0.0845253848029473,3,0.29683821623162,-0.1297440168194553,8,0.8724489795918368
nitrospirillum azospirillum amazonense,1.4450544500216227,17,connector_node,0.059818034182513684,0,0.34623914481069623,0.04870725080725789,10,0.6539792387543253
acinetobacter junii,0.9013268875231848,9,connector_node,0.0010307153164296021,1,0.058569219479608,0.08208527311353025,9,1.0
propionibacterium acnes,1.0690449676496974,4,connector_node,0.01525458668315811,5,0.002478025156338247,-0.20125652130603902,4,1.0
brevundimonas sp.,-0.46535651780357346,8,connector_node,0.07524726384497565,0,0.18616283310782714,0.12596607456578504,4,0.75
rhizobium petrolearium,-1.4205620017161715,1,peripheral_node,0.0,0,0.0010521198118468582,0.2141942321179707,1,0.0
brevundimonas spp.,-1.6035674514745466,3,connector_node,0.06019377447948876,5,0.020019302595793726,-0.4968188924033597,2,0.8888888888888888
parabacteroides distasonis,0.18463723646899916,4,connector_node,0.03630289231682899,2,0.02935656468849673,0.13535734248285022,3,0.9375
nitrobacter hamburgensis,0.9847319278346619,4,connector_node,0.002254321642076744,2,0.00022979102419592832,-0.22573081861880137,4,1.0
methylocystis heyerii,0,1,connector_node,0.0,11,3.910762899543128e-36,0.959053552568149,1,1.0
pseudomonas veronii,-0.6154574548966636,2,connector_node,0.01566687280972995,2,0.009197531297568482,-0.0225571634350772,2,1.0
streptococcus salivarius,-1.4155521462623264,1,connector_node,0.0,2,0.0009634184750233109,0.10098960776554476,1,1.0
stenotrophomonas spp.,0.2724941752977069,7,connector_node,0.0,1,0.05107833949923911,0.3351253417178745,7,1.0
zoogloea sp.,1.2157432436359237,11,connector_node,0.024336859835119965,1,0.0665246734073798,0.11014163122488384,10,0.9917355371900827
bordetella hinzii,0.9013268875231848,9,connector_node,0.018739304121785556,1,0.05332324120988788,0.29537637456350757,9,1.0
rhizobium straminoryzae,-1.2995876052659876,3,connector_node,0.039671868169502716,1,0.012793351515999075,-0.1441703607008918,2,0.8888888888888888
methanosaeta sp.,0,3,connector_node,0.0,9,1.1007818960697996e-21,-0.08138671825138345,3,1.0
pontibacter korlensis,-0.14695468983270743,6,peripheral_node,0.0332957018978555,0,0.130028106280942,-0.14583895340451758,5,0.30555555555555547
bacteroides fragilis,-0.6201736729460422,7,connector_node,0.0018799987340763333,3,0.1717097873323325,-0.027660306659316812,5,0.9183673469387755
sphingobium yanoikuyae,-0.04192218081503198,6,connector_node,0.01525458668315811,1,0.03949742454149997,0.012921021126216839,6,1.0
rhodovibrio sodomensis,-1.2247448713915894,1,connector_node,0.0,4,5.809905261259284e-05,0.27777707271383484,1,1.0
rhizobium sp.,-1.0,1,connector_node,0.0,6,1.16181718673215e-30,-0.4147520696864552,1,1.0
enterobacter sp.,-1.4155521462623264,1,connector_node,0.0,2,0.00011908043522485052,-0.10746564486044986,1,1.0
gemmatimonas spp.,-1.2247448713915894,1,connector_node,0.0,4,5.809905261259284e-05,-0.37433704215349706,1,1.0
eubacterium rectale,-0.7837583457744395,5,connector_node,0.09560609016227622,0,0.010044115497240807,0.038950278901429845,3,0.64
citrobacter sp.,1.0690449676496974,4,connector_node,0.01525458668315811,5,0.002478025156338247,-0.3870508835989354,4,1.0
pseudomonas spp.,0.8164965809277259,2,connector_node,0.01566687280972995,4,0.0005546634243785185,-0.1296335815097561,2,1.0
hydrogenophaga spp.,1.0,2,connector_node,0.01566687280972995,7,0.0012194707883370058,0.858504375581938,2,1.0
ochrobactrum intermedium,1.414213562373095,3,connector_node,0.00041228612657184083,8,1.8547334029958584e-26,-0.8995454085719058,3,1.0
oligotropha carboxidovorans,0,1,connector_node,0.0,12,3.910762899543128e-36,-0.3110896909840632,1,1.0
salinibacter spp.,-1.4205620017161715,1,peripheral_node,0.0,0,0.0063132073152073545,-0.016990972716121745,1,0.0
chelatococcus spp.,-1.414213562373095,1,connector_node,0.0,8,8.54681790069817e-27,-0.6745255254969744,1,1.0
streptococcus sanguinis,-0.2672612419124246,3,connector_node,0.0,5,0.0005798745315923334,-0.4605815593997404,3,1.0
afipia broomeae,0,1,connector_node,0.0,13,3.910762899543128e-36,0.8478049346281165,1,1.0
prevotella sp.,0.9847319278346619,4,connector_node,0.002254321642076744,2,0.00022979102419592832,-0.22573081861880137,4,1.0
thioalkalivibrio spp.,0,1,connector_node,0.0,11,3.910762899543128e-36,0.8712356706157223,1,1.0
methyloligella halotolerans,0,1,connector_node,0.0,12,3.910762899543128e-36,0.16231687541636813,1,1.0
rhodopseudomonas oryzae,0,1,connector_node,0.0,13,3.910762899543128e-36,0.9981405975760711,1,1.0
porphyromonas spp.,1.0,2,connector_node,0.00041228612657184083,6,1.8798596968464024e-30,-0.19607338531521873,2,1.0
methylocella silvestris,1.0,2,connector_node,0.00041228612657184083,6,1.8798596968464024e-30,-0.16353680992407824,2,1.0
rhodoplanes spp.,0.9847319278346619,4,connector_node,0.04017134590679797,2,0.005013300363530805,0.29952497415123286,4,1.0
sphingobacterium spp.,-0.04192218081503198,6,connector_node,0.01525458668315811,1,0.03949742454149997,0.012921021126216839,6,1.0
spirosoma spp.,0.0,2,connector_node,0.0,8,1.5851250520327066e-26,-0.9562825543598674,2,1.0
pseudomonas sp.,0,3,connector_node,0.0,9,1.1007818960697996e-21,-0.08138671825138345,3,1.0
aquabacterium spp.,-1.6140039613787265,1,connector_node,0.0,1,0.005586319772216648,0.3765185953801233,1,1.0
neisseria perflava,0,3,connector_node,0.0,10,1.1007818960697996e-21,0.014886838773686533,3,1.0
tumebacillus sp.,-0.2672612419124246,3,connector_node,0.0,5,0.0005798745315923334,-0.23883885165023766,3,1.0
phyllobacterium sp.,0,3,connector_node,0.0,10,1.1007818960697996e-21,0.14838404987315806,3,1.0
roseburia spp.,-0.46535651780357346,4,peripheral_node,0.0009269802096023491,0,0.08412518576471222,0.20888390785863198,4,0.0
oribacterium sinus,0.9847319278346619,4,connector_node,0.01647667323253347,2,0.0005973402767530826,0.044453126182353066,4,1.0
flexithrix dorotheae,0.9847319278346619,4,connector_node,0.002254321642076744,2,0.00022979102419592832,-0.22573081861880137,4,1.0
methylococcus capsulatus,0,3,connector_node,0.0,10,1.1007818960697996e-21,0.014886838773686533,3,1.0
prevotella spp.,-1.4205620017161715,1,peripheral_node,0.0,0,0.0063132073152073545,-0.4148241725676171,1,0.0
methylopila sp.,-1.0,1,connector_node,0.0,7,0.0012060905270015162,0.7536788291299453,1,1.0
prevotella nanceiensis,0.0,2,connector_node,0.0,8,1.5851250520327066e-26,-0.9562825543598674,2,1.0
bosea spp.,0,3,connector_node,0.0,9,1.1007818960697996e-21,-0.08138671825138345,3,1.0
corynebacterium durum,0,3,connector_node,0.0,10,1.1007818960697996e-21,0.014886838773686533,3,1.0
