,node_module_membership,within_module_degree,betweenness,modularity,within_module_connectivity,among_module_connectivity,eigenvector_centrality,degree,node_role
rhodopseudomonas pangongensis,-0.2887401142562464,23,0.028958384730360567,0,1.7445894821352397,0.0815972222222221,0.024172956831390993,24,peripheral_node
enterobacter spp.,-0.2926748431734424,8,0.004084528547735357,2,0.2050661957987655,1.0,0.007710401041115375,9,connector_node
prolixibacter spp.,0.07506943966863014,18,0.021932998654867968,0,0.8960537417970881,0.48160000000000003,0.015121526137292238,25,peripheral_node
cloacibacterium normanense,-0.44633862913106004,23,0.007599796821418504,1,0.8801888315126235,1.0,0.21623495345619603,23,connector_node
rhodopseudomonas rhenobacensis,0.5583019095597224,3,0.0,3,0.0,1.0,2.9052293042287046e-05,3,connector_node
pleomorphomonas sp.,-0.03922319536119307,10,0.01617735677573924,2,1.0663442181535805,1.0,0.004162951153769092,10,connector_node
citrobacter spp.,-0.45123452996144314,15,0.009804993353377795,1,-0.14346690205271834,1.0,0.1303986113642913,15,connector_node
bradyrhizobium sp.,0.5159274635244507,5,0.011026133248218472,0,-1.3101391830821063,0.4897959183673469,0.0010217812597772575,7,peripheral_node
acidovorax caeni,0.11211385671466126,15,0.013599173760120924,1,-0.14346690205271834,1.0,0.1582142999439252,16,connector_node
fibrobacter spp.,-0.1420200506913938,11,0.07107224204827095,2,1.496983229330988,1.0,0.023336942088260246,15,connector_node
chlorobium spp.,0.341635230095305,4,0.003613644225156625,0,-1.4798463311497367,0.3599999999999999,0.0024348509474220927,5,peripheral_node
bradyrhizobium yuanmingense,0.6336846510241276,11,0.005023238253755425,0,-0.2918962946763243,0.0,0.006962277620348231,11,peripheral_node
bradyrhizobium spp.,0.5047609812948038,3,0.04041016847702775,0,-1.649553479217367,0.64,0.0014913829641738851,5,connector_node
rhodopseudomonas sp.,0.4015710713150168,6,0.007849776191821044,0,-1.1404320350144759,0.4375,0.0036246003553133434,8,peripheral_node
inquilinus spp.,0.3992636535127454,4,0.0036169211949502863,3,1.0,1.0,3.0029150145433772e-05,4,connector_node
dechloromonas agitata,-0.33238126510627963,3,0.0,1,-1.678950502400731,1.0,0.0068730727995113955,3,connector_node
acidovorax spp.,-0.4238694431769636,22,0.0043727948801672925,1,0.7522318648169557,1.0,0.21387585151964683,22,connector_node
opitutus sp.,0.012382909744864756,9,0.029745916045916754,0,-0.6313105908115849,0.3305785123966941,0.006650250160183031,11,peripheral_node
methylocella palustris,0.6370651721192623,19,0.011363412974861192,0,1.0657608898647184,0.0,0.02028143225168653,19,peripheral_node
beijerinckia spp.,-0.5441527745318016,7,0.005218039951075335,2,-0.225572815378642,1.0,0.0053827489750185205,8,connector_node
ochrobactrum anthropi,-0.7225130468314699,11,0.023637820534823967,0,-0.2918962946763243,0.52734375,0.0452838032716315,16,peripheral_node
nitrospirillum azospirillum amazonense,-0.6447077320093471,13,0.053241132137058333,0,0.047518001458936386,0.33984375,0.02338220699998495,16,peripheral_node
acinetobacter junii,-0.5214322295969325,23,0.0236533846239034,1,0.8801888315126235,1.0,0.1987325654304283,23,connector_node
propionibacterium acnes,-0.24521171706637096,22,0.006761444795402478,1,0.7522318648169557,1.0,0.20725421210400055,22,connector_node
brevundimonas sp.,-0.052541053083927154,22,0.017673472688320473,0,1.5748823340676095,0.0,0.01644219781325677,22,peripheral_node
rhizobium petrolearium,0.12386533111691285,8,0.024206521579214314,0,-0.8010177388792153,0.2098765432098766,0.004901586324401489,9,peripheral_node
escherichia vulneris,-0.3186329808263699,20,0.028305343194911195,0,1.2354680379323488,0.2438563327032136,0.0221474213436117,23,peripheral_node
brevundimonas spp.,-0.2578942988411248,25,0.02646690268053935,0,2.0840037782705005,0.0,0.023791952722352273,25,peripheral_node
parabacteroides distasonis,0.45699358926488276,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626035,16,connector_node
nitrobacter hamburgensis,0.45699358926488276,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626035,16,connector_node
vitis vinifera,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
methylocystis heyerii,0.6379744208075729,11,0.007995115853736029,0,-0.2918962946763243,0.0,0.006185648419577275,11,peripheral_node
micrococcus luteus,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
pseudomonas veronii,-0.29096123868516927,4,0.005782675347966331,2,-1.5174898489108646,0.96,0.0024240424264782554,5,connector_node
streptococcus salivarius,0.014513536307722574,2,0.004740274049174462,2,-2.3787678712656795,0.75,0.0005875867804278531,4,connector_node
cytophaga spp.,0.19301675103613813,17,0.023676491655224115,0,0.7263465937294578,0.49826388888888884,0.013985504566615533,24,peripheral_node
rhizobium straminoryzae,-0.09991296494791277,22,0.013849637673498214,0,1.5748823340676095,0.0,0.01697900973543275,22,peripheral_node
pontibacter korlensis,0.019540379785518758,5,0.019629577513049067,1,-1.4230365690093956,1.0,0.05064386021432924,10,connector_node
bacteroides fragilis,-0.6032688754618547,5,0.048946511942848166,2,-1.086850837733457,0.91,0.023598708960595245,10,connector_node
rhodothermus spp.,0.15768448199252685,15,0.01072690250078326,0,0.38693229759419706,0.5746691871455576,0.014203526610232458,23,peripheral_node
rhodovibrio sodomensis,-0.29722381742587206,20,0.04044576196503622,0,1.2354680379323488,0.09297052154195018,0.017691515989050405,21,peripheral_node
rhizobium sp.,0.7312668784259447,9,0.01652409079747305,0,-0.6313105908115849,0.3305785123966941,0.004416146659257008,11,peripheral_node
enterobacter sp.,-0.5257004617384234,6,0.021106258232441954,0,-1.1404320350144759,0.7024793388429753,0.02951278364194262,11,connector_node
gemmatimonas spp.,-0.028381888483608845,10,0.03239396565989177,0,-0.46160344274395465,0.17355371900826455,0.004453780136395235,11,peripheral_node
bacteroides caccae,0.4596309885092092,3,0.0013723098694007365,0,-1.649553479217367,0.0,0.00020728256853762574,3,peripheral_node
eubacterium rectale,0.31884182562561475,6,0.0003065975370088201,0,-1.1404320350144759,0.0,0.0029045787731651358,6,peripheral_node
citrobacter sp.,-0.13001354920599784,19,0.0024874046536691474,1,0.36836096472995256,1.0,0.19259846146040527,19,connector_node
pseudomonas spp.,-0.6546189165554391,8,0.020457547562486317,2,0.2050661957987655,0.9917355371900827,0.020222720402301095,11,connector_node
rhodovibrio spp.,0.09495400623593434,13,0.0030787118827895806,0,0.047518001458936386,0.0,0.00901541715512829,13,peripheral_node
ochrobactrum intermedium,0.45699358926488276,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626033,16,connector_node
pseudochrobactrum kiredjianiae,0.1930428619130804,15,0.016227445959442508,0,0.38693229759419706,0.4897959183673469,0.012977038777420666,21,peripheral_node
steroidobacter spp.,0.46351896063456965,8,0.003286702425334289,2,0.2050661957987655,0.8520710059171598,0.007342901910706278,13,connector_node
oligotropha carboxidovorans,0.016904349124255157,10,0.0010931706037966226,0,-0.46160344274395465,0.0,0.006980111996338545,10,peripheral_node
salinibacter spp.,0.6379744208075729,11,0.007995115853736029,0,-0.2918962946763243,0.0,0.006185648419577275,11,peripheral_node
pantoea agglomerans,-0.5511532254141823,15,0.051258581235697945,1,-0.14346690205271834,1.0,0.12692830915180311,15,connector_node
chelatococcus spp.,0.2982657372677161,13,0.007455472730506069,0,0.047518001458936386,0.6167800453514739,0.012235401805406769,21,peripheral_node
streptococcus sanguinis,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
afipia broomeae,0.6503215082432732,5,0.0,4,0,0.9722222222222222,0.0015520083152217674,6,connector_node
prevotella sp.,-0.6199183482666178,3,0.00892892292794525,1,-1.678950502400731,0.84,0.01743460084720836,5,connector_node
thioalkalivibrio spp.,-0.5088450123830794,21,0.023622135456974117,1,0.624274898121288,0.998109640831758,0.20851252179725369,23,connector_node
methyloligella halotolerans,-0.0573392344359129,12,0.015148551845697094,0,-0.12218914660869395,0.0,0.006691238039905161,12,peripheral_node
rhodopseudomonas oryzae,0.3992636535127454,4,0.0036169211949502863,3,1.0,1.0,3.0029150145433772e-05,4,connector_node
porphyromonas spp.,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
methylocella silvestris,0.2135791258578378,8,0.001907118083488058,0,-0.8010177388792153,0.75,0.009102237934869405,16,connector_node
rhodoplanes spp.,0.6503215082432732,5,0.0,4,0,0.9722222222222222,0.0015520083152217674,6,connector_node
sphingobacterium spp.,0.6503215082432732,5,0.0,4,0,0.9722222222222222,0.0015520083152217674,6,connector_node
nitrobacter spp.,0.3186352584962996,12,0.024564707913926943,0,-0.12218914660869395,0.6011080332409973,0.00923620861319981,19,peripheral_node
spirosoma spp.,0.4569935892648827,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626035,16,connector_node
pseudomonas sp.,-0.22307114989908386,18,0.014457087007810785,0,0.8960537417970881,0.18999999999999995,0.017802489914594228,20,peripheral_node
hartmannibacter stappia sp.,-0.6546189165554392,8,0.020457547562486317,2,0.2050661957987655,0.9917355371900827,0.020222720402301095,11,connector_node
neisseria perflava,-0.6199183482666178,3,0.00892892292794525,1,-1.678950502400731,0.84,0.01743460084720836,5,connector_node
staphylococcus aureus,-0.2687764667045002,11,0.02625074659900976,1,-0.6552947688353893,0.96,0.09570249030601466,15,connector_node
phyllobacterium sp.,-0.33238126510627963,3,0.0,1,-1.678950502400731,1.0,0.0068730727995113955,3,connector_node
roseburia spp.,-0.14212528262399549,11,0.0077660849550704745,0,-0.2918962946763243,0.0,0.005380561100046166,11,peripheral_node
paenibacillus spp.,-0.33238126510627963,3,0.0,1,-1.678950502400731,1.0,0.0068730727995113955,3,connector_node
streptococcus thermophilus,0.45699358926488276,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626035,16,connector_node
stenoxybacter spp.,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
elizabethkingia meningoseptica,-0.43690930739803474,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
oribacterium sinus,0.47885889298337153,2,0.008256044433981376,2,-2.3787678712656795,0.84,0.013562886735690026,5,connector_node
flexithrix dorotheae,0.5308672788144693,8,0.008770013603547377,2,0.2050661957987655,0.75,0.01007388880617834,16,connector_node
methylococcus capsulatus,0.45699358926488276,9,0.006479135892228836,2,0.635705206976173,0.80859375,0.008522076208626035,16,connector_node
prevotella spp.,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
enhydrobacter aerosaccus,-0.30555790409871836,6,0.00019190028049368164,0,-1.1404320350144759,0.0,0.002012093010501754,6,peripheral_node
aeromonas spp.,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
sphingomonas faeni,-0.30555790409871836,6,0.00019190028049368164,0,-1.1404320350144759,0.0,0.002012093010501754,6,peripheral_node
bacillus thermoamylovorans,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
bosea spp.,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
corynebacterium durum,-0.4369093073980347,22,0.006411211038690077,1,0.7522318648169557,1.0,0.21678940903819682,22,connector_node
