,within_module_connectivity,degree,node_role,betweenness,modularity,eigenvector_centrality,node_module_membership,within_module_degree,among_module_connectivity
ochrobactrum intermedium,-0.7727481425483108,6,peripheral_node,0.0004531447766496761,0,0.04641756104223107,-0.2770845445868507,6,0.0
pseudochrobactrum kiredjianiae,-1.495317834281796,3,peripheral_node,0.030206570362161116,0,0.002683562503858748,0.010200918138373965,2,0.5555555555555556
steroidobacter spp.,-0.9533905654816821,8,peripheral_node,0.06598233535684846,0,0.0038319446877143584,0.08608615104089937,5,0.609375
oligotropha carboxidovorans,0.3111063950519171,12,peripheral_node,0.010626932427482954,0,0.14029318826135792,-0.1732141182636547,12,0.0
salinibacter spp.,-0.6421367811403904,6,connector_node,0.018796243540824677,1,0.0016995450690908747,-0.05803957109861034,5,1.0
pantoea agglomerans,-1.0,2,connector_node,0.0,3,5.886604595833267e-10,-0.2587317113768199,2,1.0
chelatococcus spp.,-1.495317834281796,2,peripheral_node,0.01701417848206839,0,0.0056065408256363814,0.6435012404494241,2,0.0
streptococcus sanguinis,-0.7727481425483108,6,peripheral_node,0.0208125838708396,0,0.019655767129523848,0.34299464592022355,6,0.0
afipia broomeae,-1.3698917997661662,2,connector_node,0.0,1,0.00024259059512173986,0.18335492836174272,2,1.0
prevotella sp.,0.570788249902569,10,connector_node,0.003975503899815305,1,0.0031046655280594247,-0.23692720446410048,10,1.0
methyloligella halotolerans,-0.7727481425483108,6,peripheral_node,0.025972694097328032,0,0.033520163630638075,-0.18258760133376994,6,0.0
rhodopseudomonas oryzae,0.0,3,connector_node,0.06605504587155964,3,1.5809338447323107e-06,-0.3218104207669708,3,1.0
porphyromonas spp.,1.2985432685283447,13,connector_node,0.016826977599474522,1,0.009590103031552928,-0.11130592577386626,13,1.0
methylocella silvestris,-0.050178450814825505,10,peripheral_node,0.0041939312044901025,0,0.09756973852260173,-0.18616597530390747,10,0.0
sphingobacterium spp.,-1.0,2,connector_node,0.05004170141784821,3,1.1082335873281053e-07,-0.10998113036955315,2,1.0
nitrobacter spp.,-1.6759602572151673,1,peripheral_node,0.0,0,0.00038981705122159883,0.7987894984377228,1,0.0
spirosoma spp.,-0.050178450814825505,10,peripheral_node,0.0041939312044901025,0,0.09756973852260173,-0.18616597530390747,10,0.0
pseudomonas sp.,0.3111063950519171,12,peripheral_node,0.004973211016944256,0,0.1665648948478956,-0.08866162575539684,12,0.0
hartmannibacter stappia sp.,0.570788249902569,10,connector_node,0.003975503899815305,1,0.0031046655280594247,-0.23692720446410048,10,1.0
tumebacillus sp.,0.853033663852031,15,peripheral_node,0.015270436079559167,0,0.20107767404113058,-0.03272623307675056,15,0.0
staphylococcus aureus,-0.16903085094570341,4,connector_node,0.024770642201834864,2,0.00011899202612383354,-0.548896729051781,4,1.0
phyllobacterium sp.,-0.050178450814825505,10,peripheral_node,0.0041939312044901025,0,0.09756973852260173,-0.18616597530390747,10,0.0
paenibacillus spp.,1.0479912758633603,7,connector_node,0.012160560483948722,2,0.00010495848099198095,0.28991175470176744,7,1.0
streptococcus thermophilus,-0.6421367811403904,5,connector_node,0.008423686405337782,1,0.0017435483627233435,0.15967046795762915,5,1.0
elizabethkingia meningoseptica,-0.7727481425483108,6,peripheral_node,0.0208125838708396,0,0.019655767129523848,0.34299464592022355,6,0.0
methylococcus capsulatus,-0.23082087374819682,10,peripheral_node,0.040795649833285264,0,0.11581958655794601,0.2112028428435555,9,0.18999999999999995
prevotella spp.,0,2,connector_node,0.0,4,3.842541175491325e-24,-0.09316387277750982,2,1.0
methylopila sp.,0.0,3,connector_node,0.03369474562135113,3,7.822831795383187e-09,-0.31574298368848946,3,1.0
parabacteroides spp.,-1.1340329884150535,5,peripheral_node,0.006450112805638556,0,0.003279702831790845,0.17263163028427225,4,0.3599999999999999
burkholderia ubonensis,-0.16903085094570341,4,connector_node,0.001428295202710797,2,7.752283539196426e-05,0.7034066542890295,4,1.0
aeromonas spp.,-0.9803789354850793,2,connector_node,0.0,2,1.2498771127729094e-06,-0.6210914020633537,2,1.0
bacillus thermoamylovorans,0,2,connector_node,0.0,4,3.842541175491325e-24,-0.09316387277750982,2,1.0
corynebacterium durum,0,1,connector_node,0.0,6,8.90631887421286e-30,0.9432229592600914,1,1.0
