,node_role,betweenness,within_module_connectivity,within_module_degree,degree,among_module_connectivity,eigenvector_centrality,node_module_membership,modularity
streptococcus salivarius,peripheral_node,0.0,-1.3140280913007976,1,1,0.0,0.004257511349222055,-0.09462352340498109,0
zoogloea sp.,connector_node,0.0009103641456582632,0.7770286898858112,8,8,1.0,9.295696905011755e-07,-0.06446280733875426,4
cytophaga spp.,peripheral_node,0.24079879655893174,1.411363505471227,15,15,0.0,0.26042025788041845,-0.34054080060245734,0
rhizobium straminoryzae,peripheral_node,0.014321426551337188,0.43800936376693256,10,10,0.0,0.19836985609592803,-0.43360155911755655,0
methanosaeta sp.,connector_node,0.049159663865546224,-1.0,1,2,0.75,0.004915007465068924,-0.7304733075323594,6
pontibacter korlensis,connector_node,0.061610114506245976,1.5989616049207618,15,15,1.0,0.014208882349293864,-0.15589291999346228,2
bacteroides fragilis,connector_node,0.009780938016232131,0.01961916079657385,8,8,1.0,0.0099999719685856,0.3448763587766553,2
rhodothermus spp.,peripheral_node,0.018002801826213444,0.6326801921077915,11,11,0.0,0.18368061056896914,-0.2164760503426192,0
rhodovibrio sodomensis,peripheral_node,0.108193066610375,1.0220218487895092,13,13,0.0,0.25000650477709857,-0.4258993499819307,0
rhizobium sp.,peripheral_node,0.09544436912711132,-0.535344777937362,5,7,0.4897959183673469,0.05624282783502223,-0.3158125948746448,0
enterobacter sp.,peripheral_node,0.06041800521617378,0.04866770708521473,8,8,0.0,0.08053822528134089,-0.10025819411626023,0
bacteroides caccae,connector_node,0.0,-0.4316215375246227,6,6,1.0,0.006744376874011742,0.1324730958474242,2
citrobacter sp.,connector_node,0.0,-1.7500000000000002,1,1,1.0,2.2119903659527095e-06,-0.525507475933436,1
hydrogenophaga spp.,connector_node,0.0009103641456582632,0.7770286898858112,8,8,1.0,9.295696905011755e-07,-0.06446280733875426,4
atopostipes sp.,connector_node,0.00784313725490196,0.9090909090909092,10,10,1.0,4.943115326353715e-05,-0.8064032668707003,1
rhodovibrio spp.,connector_node,0.1815126050420168,-3.427473240673657,2,3,0.8888888888888888,0.0050705134067139486,-0.4770910222617149,3
ochrobactrum intermedium,peripheral_node,0.01232688439765745,-0.14600312125564419,7,7,0.0,0.07317874200298193,-0.07716752510633158,0
pseudochrobactrum kiredjianiae,connector_node,0.008263305322128852,-1.1590909090909094,3,3,1.0,3.819756637620067e-06,0.53619798689499,1
steroidobacter spp.,peripheral_node,0.0008304996841765971,-0.9246864346190798,3,3,0.0,0.004868933246476094,-0.2625512044862394,0
salinibacter spp.,connector_node,0.01746031746031746,-0.20600118836402442,7,7,1.0,0.003911695404049764,-0.4556387405185847,2
pantoea agglomerans,connector_node,0.02454286960390308,1.147720906599565,13,13,1.0,0.014061769575581463,0.3026647592682176,2
chelatococcus spp.,peripheral_node,0.02571851252107171,0.6326801921077915,11,11,0.0,0.17878468748247536,-0.16588030744090246,0
streptococcus sanguinis,connector_node,0.055066137566137506,0.6136363636363636,9,9,1.0,4.188952694907918e-05,0.1625386566157041,1
afipia broomeae,connector_node,0.0,-0.6799001036500851,5,5,1.0,4.844459946150888e-07,-0.37499667331010045,4
prevotella sp.,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867153,-0.7468545911755288,3
thioalkalivibrio spp.,peripheral_node,0.0,-1.3140280913007976,1,1,0.0,0.003587729104363029,-0.26529963264549783,0
methyloligella halotolerans,peripheral_node,0.0037969974591186657,0.6326801921077915,11,11,0.0,0.21820382864265964,-0.24734161201608365,0
porphyromonas spp.,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867153,-0.7725660823253282,3
methylocella silvestris,connector_node,0.25252100840336134,-0.9246864346190798,3,5,0.64,0.059233958306680795,-0.5074921418319543,0
rhodoplanes spp.,connector_node,0.016666666666666666,-0.8828622358458192,4,4,1.0,0.0031121043216024787,0.5564646960840536,2
sphingobacterium spp.,connector_node,0.0,-1.559723283327614,1,1,1.0,0.0003224194173696243,-0.19095584903530968,2
nitrobacter spp.,peripheral_node,0.016666666666666666,-0.7300156062782209,4,4,0.0,0.04353584999641591,-0.19555556758187082,0
spirosoma spp.,peripheral_node,0.016779333528283105,-0.7300156062782209,4,4,0.0,0.05166342859861003,-0.0716733646453031,0
pseudomonas sp.,peripheral_node,0.02069210028787083,-0.14600312125564419,7,7,0.0,0.10097665742185886,-0.18895611749729313,0
hartmannibacter stappia sp.,connector_node,7.002801120448179e-05,-1.3341029341670156,2,2,1.0,0.0006053990107229964,0.7456600403703562,2
neisseria perflava,connector_node,0.07633053221288515,0.6231769528497558,12,12,1.0,0.0011397925641403275,-0.7141285454244759,3
tumebacillus sp.,peripheral_node,0.0002770758614329114,-0.535344777937362,5,5,0.0,0.08645654627200791,-0.17024494216603653,0
staphylococcus aureus,connector_node,0.016666666666666663,0.3181818181818181,8,8,1.0,2.683067853178193e-05,-0.6801523246214232,1
phyllobacterium sp.,peripheral_node,0.017454178893556938,-0.3406739495965031,6,6,0.0,0.012888896393648878,-0.013514314100191403,0
lactobacillus iners,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867154,-0.7582952304811731,3
roseburia spp.,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867154,-0.7582952304811732,3
paenibacillus spp.,connector_node,0.0,-0.8828622358458192,4,4,1.0,0.0017883658759688082,-0.47969670007528836,2
streptococcus thermophilus,peripheral_node,0.0,-1.3140280913007976,1,1,0.0,0.001417043242024634,-0.2012882805077089,0
oribacterium sinus,peripheral_node,0.02033415645013601,0.04866770708521473,8,8,0.0,0.04464942883455757,-0.1651719975489626,0
flexithrix dorotheae,peripheral_node,0.003582222258206068,-0.3406739495965031,6,6,0.0,0.05485843220907327,-0.05285877806599479,0
methylococcus capsulatus,peripheral_node,0.016666666666666666,-0.9246864346190798,3,3,0.0,0.01719533093841965,-0.15940991716348468,0
flavobacterium sp.,peripheral_node,0.0,-0.7300156062782209,4,4,0.0,0.012400612769402632,0.15412522830418024,0
enhydrobacter aerosaccus,connector_node,0.0009103641456582632,0.7770286898858112,8,8,1.0,9.295696905011755e-07,-0.06446280733875426,4
prevotella pallens,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867154,-0.6645298182674538,3
fusobacterium nucleatum,connector_node,0.0,-1.4545454545454548,2,2,1.0,6.297500382646565e-07,0.5277378881793148,1
aeromonas spp.,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867154,-0.7582952304811734,3
methylocystis sp.,connector_node,0.0,-0.8828622358458192,4,4,1.0,0.0017883658759688082,-0.47969670007528836,2
corynebacterium tuberculostearicum,connector_node,0.00784313725490196,0.9090909090909092,10,10,1.0,4.943115326353715e-05,-0.8064032668707003,1
prevotella nanceiensis,connector_node,0.07633053221288515,0.6231769528497558,12,12,1.0,0.0011397925641403275,-0.7665366071487449,3
bacillus thermoamylovorans,connector_node,0.00784313725490196,0.9090909090909092,10,10,1.0,4.943115326353715e-05,-0.8064032668707003,1
bosea spp.,connector_node,0.0,-0.8828622358458192,4,4,1.0,0.0017883658759688082,-0.47969670007528836,2
rubrivivax gelatinosus,connector_node,0.00784313725490196,0.9090909090909092,10,10,1.0,4.943115326353715e-05,-0.8064032668707003,1
globicatella spp.,connector_node,0.00784313725490196,0.9090909090909092,10,10,1.0,4.943115326353715e-05,-0.8064032668707003,1
finegoldia magna,connector_node,0.008263305322128852,-1.1590909090909094,3,3,1.0,3.8197566376200675e-06,0.5673825024169642,1
dietzia spp.,peripheral_node,0.0,-0.7300156062782209,4,4,0.0,0.012400612769402632,0.15412522830418024,0
veillonella dispar,connector_node,0.0,0.21811193349741448,11,11,1.0,0.0007536543617867154,-0.7582952304811731,3
