,node_role,betweenness,within_module_connectivity,within_module_degree,degree,among_module_connectivity,eigenvector_centrality,node_module_membership,modularity
desulfovibrio mexicanus,connector_node,0.009189082733834935,-1.2166557954821797,7,11,0.8677685950413223,0.046779678322361413,0.32800835739159095,1
ancalomicrobium spp.,peripheral_node,0.009842592252450433,-0.1784999759185752,13,13,0.0,0.0064669193428183456,-0.6034746364246999,0
rhodocyclus tenuis,peripheral_node,0.01664069253843508,0.3043278277956035,16,17,0.11418685121107264,0.017100040226319415,-0.22728242986311384,0
escherichia spp.,connector_node,0.010230154359982003,0.9795996519498351,25,25,1.0,0.2080292870160107,0.48635808466068803,1
rhodoplanes elegans,connector_node,0.02961981434213723,0,5,10,0.91,0.0034523846082223177,-0.05583390940820268,4
propionicimonas paludicola,connector_node,0.0,0,3,5,0.84,0.0014603631447877557,-0.962686085745394,5
rhodopseudomonas spp.,peripheral_node,0.009159127315160717,-0.983212982108873,8,8,0.0,0.0012080601787262245,-0.48822766858541644,0
pleomorphomonas spp.,connector_node,0.06600417374561189,1.101613843473836,26,28,0.9987244897959183,0.21183323048265548,-0.5526989555241981,1
caulobacter spp.,peripheral_node,0.031936828429197914,0.9480982327478418,20,22,0.17355371900826455,0.021958201458666667,0.1421227529636748,0
opitutus terrae,connector_node,0.0001949042946512069,0,3,6,0.75,0.0016619678012637893,-0.9022239686937146,5
barnesiella viscericola,connector_node,0.015617909812025661,0.9198662110077998,8,11,1.0,0.015836879516866475,-0.4535157564985184,2
pontibacter salisaro,connector_node,0.003980635646809903,0.0,3,3,1.0,1.5812893257748734e-05,0.8977945136858234,3
phaeospirillum sp.,peripheral_node,0.01388739944509571,0.7871556315097822,19,20,0.09750000000000003,0.02007115853854736,0.26044994847596387,0
rhodopseudomonas pangongensis,peripheral_node,0.02839230618271413,1.4309260364620204,23,24,0.0815972222222221,0.0178031597705656,0.2743451923511616,0
enterobacter spp.,connector_node,0.003925105165648634,0.9198662110077998,8,9,1.0,0.006672580344189676,-0.42305645081446164,2
prolixibacter spp.,peripheral_node,0.02113055300979698,1.7528112389381396,25,25,0.0,0.00978170057627223,0.5157139464040996,0
cloacibacterium normanense,connector_node,0.007295790154247446,0.8575854604258343,24,24,1.0,0.21043266792338136,0.5530227757695769,1
rhodopseudomonas rhenobacensis,connector_node,0.0,0.0,3,3,1.0,1.7295967460539838e-05,-0.5354030999753662,3
pleomorphomonas sp.,connector_node,0.015888519648539975,-1.0871146130092182,4,10,0.64,0.003081418946488499,0.05417588417113648,2
citrobacter spp.,connector_node,0.009943038148135042,-0.11852807176617224,16,16,1.0,0.13066682094569126,0.24997411664858904,1
bradyrhizobium sp.,peripheral_node,0.010691126205017538,-1.4660407858230518,5,7,0.4897959183673469,0.0007155269909122805,-0.44926536797025635,0
acidovorax caeni,connector_node,0.01374069363120802,-0.11852807176617224,16,17,1.0,0.1565242569048979,0.9273827921280846,1
fibrobacter spp.,connector_node,0.07446610492163414,-0.5853694070049638,5,16,0.859375,0.02320294399637655,-0.24947616047064797,2
chlorobium spp.,peripheral_node,0.0038445619872587338,-1.6269833870611112,4,5,0.3599999999999999,0.0018626710929285247,0.5256658585844558,0
bradyrhizobium yuanmingense,peripheral_node,0.004919685010603622,-0.5003851783946943,11,11,0.0,0.005090405525034249,-0.6188101006475311,0
bradyrhizobium spp.,connector_node,0.0398622520788003,-1.787925988299171,3,5,0.64,0.0011979651175266783,-0.5942552505630928,0
rhodopseudomonas sp.,peripheral_node,0.007565265536821278,-1.3050981845849923,6,8,0.4375,0.0028450268113442015,-0.8385506810841509,0
inquilinus spp.,connector_node,0.003483002036843522,1.0,4,4,1.0,1.799735584085194e-05,-0.7722484721495148,3
dechloromonas agitata,connector_node,0.0,-1.7047125615781829,3,3,1.0,0.0065233901616553736,0.38183346648275546,1
acidovorax spp.,connector_node,0.004130091169544953,0.7355712689018336,23,23,1.0,0.2083386027214591,0.5822887419242331,1
opitutus sp.,peripheral_node,0.028567814182025413,-0.8222703808708135,9,11,0.3305785123966941,0.004733867408956004,0.9219300872780781,0
methylocella palustris,peripheral_node,0.011240126017387962,0.7871556315097822,19,19,0.0,0.01556983826472511,-0.23637309246771868,0
beijerinckia spp.,connector_node,0.005035498509697618,0.41812100500354527,7,8,1.0,0.004508727615894817,-0.44406828771124846,2
ochrobactrum anthropi,peripheral_node,0.024954016084946424,-0.5003851783946943,11,17,0.5813148788927336,0.04229271326987199,-0.04630925986696166,0
nitrospirillum azospirillum amazonense,connector_node,0.05457303178604347,-0.8222703808708135,9,17,0.7197231833910034,0.022497274095110157,0.129336544891436,0
acinetobacter junii,connector_node,0.025464717286160517,0.9795996519498351,25,25,1.0,0.1966139765122203,0.35848886226213644,1
propionibacterium acnes,connector_node,0.00810864044532766,0.8575854604258343,24,24,1.0,0.20467246474789713,0.6811268516037041,1
brevundimonas sp.,peripheral_node,0.0169613742308046,1.269983435223961,22,22,0.0,0.011041649101228445,0.6085392325515148,0
rhizobium petrolearium,peripheral_node,0.023576777422021956,-0.983212982108873,8,9,0.2098765432098766,0.0031359532612522723,0.9017527194111691,0
escherichia vulneris,peripheral_node,0.027582024956588437,1.4309260364620204,23,23,0.0,0.016077606443044696,0.20080380941081669,0
brevundimonas spp.,peripheral_node,0.02605387649448352,1.7528112389381396,25,25,0.0,0.017262478256735096,0.2657370852998004,0
parabacteroides distasonis,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.2672987315593973,0
nitrobacter hamburgensis,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.2672987315593973,0
vitis vinifera,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
methylocystis heyerii,peripheral_node,0.007890516994888313,-0.5003851783946943,11,11,0.0,0.004561302774118905,-0.5482551071397217,0
micrococcus luteus,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
pseudomonas veronii,connector_node,0.0056253745388330145,-1.0871146130092182,4,5,0.96,0.0019812251493617457,0.19149326586891566,2
streptococcus salivarius,connector_node,0.004575070809323806,-2.090605025017727,2,4,0.75,0.0004208083650188196,0.5102303145541507,2
cytophaga spp.,peripheral_node,0.022748965375293563,1.5918686377000801,24,24,0.0,0.009048166706845618,0.5512454164221418,0
rhizobium straminoryzae,peripheral_node,0.013270132528807994,1.269983435223961,22,22,0.0,0.011497139887619202,0.5124138387948806,0
pontibacter korlensis,connector_node,0.018968023111336253,-1.4606841785301812,5,10,1.0,0.0472143739945172,-0.5796782381617724,1
bacteroides fragilis,connector_node,0.04836638424083582,-0.5853694070049638,5,10,0.91,0.021259264282804682,-0.08219959023387689,2
rhodothermus spp.,peripheral_node,0.01031955125295326,1.4309260364620204,23,23,0.0,0.009169296286332208,0.30815739402383513,0
rhodovibrio sodomensis,peripheral_node,0.03957080894933644,0.9480982327478418,20,21,0.09297052154195018,0.012642733949394653,0.6465402460290918,0
rhizobium sp.,peripheral_node,0.01608962891083093,-0.8222703808708135,9,11,0.3305785123966941,0.0032875040936296935,-0.5037178388135295,0
enterobacter sp.,peripheral_node,0.02086048245063978,-0.983212982108873,8,11,0.47107438016528924,0.025748755845019466,0.16906394426923768,0
gemmatimonas spp.,peripheral_node,0.03161908471297675,-0.6613277796327539,10,11,0.17355371900826455,0.002861933189255202,0.7856457529375312,0
bacteroides caccae,peripheral_node,0.0013255449662170034,-1.787925988299171,3,3,0.0,0.00014489383233923762,-0.5236327740499982,0
eubacterium rectale,peripheral_node,0.00029616075082416967,-1.3050981845849923,6,6,0.0,0.0018044942598537137,0.32115984316291196,0
citrobacter sp.,connector_node,0.0022520239565116344,0.36952869432983104,20,20,1.0,0.18886506131850722,0.8248305691732204,1
pseudomonas spp.,connector_node,0.019708708788130615,0.9198662110077998,8,11,0.9917355371900827,0.017948774860347825,-0.29156522641839505,2
rhodovibrio spp.,peripheral_node,0.00296191884397575,-0.1784999759185752,13,13,0.0,0.005880795755430462,0.3531269675644223,0
ochrobactrum intermedium,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.2672987315593973,0
pseudochrobactrum kiredjianiae,peripheral_node,0.01540315877558079,1.1090408339859013,21,21,0.0,0.008361702294659025,0.351336161579802,0
steroidobacter spp.,peripheral_node,0.003184281137416356,-0.1784999759185752,13,13,0.0,0.004835807425724338,-0.12131858377463657,0
oligotropha carboxidovorans,peripheral_node,0.0010438769066164174,-0.6613277796327539,10,10,0.0,0.004669001804581505,0.3419186306172928,0
salinibacter spp.,peripheral_node,0.007890516994888313,-0.5003851783946943,11,11,0.0,0.004561302774118905,-0.5482551071397217,0
pantoea agglomerans,connector_node,0.05039787798408488,-0.11852807176617224,16,16,1.0,0.12751143473552365,0.3794474036223905,1
chelatococcus spp.,peripheral_node,0.007174453718106148,1.1090408339859013,21,21,0.0,0.007793415832886418,0.32393358889063667,0
streptococcus sanguinis,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
afipia broomeae,connector_node,0.0,0,5,6,0.9722222222222222,0.0011994121315365147,0.13598027897501228,4
prevotella sp.,connector_node,0.008899656735157089,-1.7047125615781829,3,5,0.84,0.0162974865637136,-0.03821303861080099,1
thioalkalivibrio spp.,connector_node,0.023563530841538498,0.6135570773778327,22,24,0.9930555555555556,0.203066570407442,0.4425731899667094,1
methyloligella halotolerans,peripheral_node,0.01448732376642364,-0.8222703808708135,9,12,0.4375,0.00454438896798225,0.3216881738844068,0
rhodopseudomonas oryzae,connector_node,0.003483002036843522,1.0,4,4,1.0,1.799735584085194e-05,-0.7722484721495148,3
porphyromonas spp.,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
methylocella silvestris,peripheral_node,0.001833530167284934,0.3043278277956035,16,16,0.0,0.00578669852357148,0.14436272572021022,0
rhodoplanes spp.,connector_node,0.0,0,5,6,0.9722222222222222,0.0011994121315365147,0.13598027897501228,4
sphingobacterium spp.,connector_node,0.0,0,5,6,0.9722222222222222,0.0011994121315365147,0.13598027897501228,4
nitrobacter spp.,peripheral_node,0.02424226164760842,0.6262130302717226,18,19,0.1024930747922439,0.006144263589665293,0.7011134000899959,0
spirosoma spp.,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.26729873155939726,0
pseudomonas sp.,peripheral_node,0.01418500013319662,0.9480982327478418,20,20,0.0,0.01251655671578123,0.053841792094027334,0
hartmannibacter stappia sp.,connector_node,0.019708708788130615,0.9198662110077998,8,11,0.9917355371900827,0.017948774860347825,-0.2915652264183953,2
neisseria perflava,connector_node,0.008899656735157089,-1.7047125615781829,3,5,0.84,0.0162974865637136,-0.03821303861080099,1
staphylococcus aureus,connector_node,0.021404900834397913,-0.6065848378621755,12,16,0.96484375,0.09133991960159304,0.45900680620099343,1
phyllobacterium sp.,connector_node,0.0,-1.7047125615781829,3,3,1.0,0.0065233901616553736,0.38183346648275546,1
roseburia spp.,peripheral_node,0.007461866015019727,-1.1441555833469326,7,11,0.5950413223140496,0.00398041152644586,0.2868632070725329,0
paenibacillus spp.,connector_node,0.0,-1.7047125615781829,3,3,1.0,0.0065233901616553736,0.38183346648275546,1
streptococcus thermophilus,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.2672987315593973,0
stenoxybacter spp.,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
elizabethkingia meningoseptica,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.5826317919786839,1
oribacterium sinus,peripheral_node,0.008250690602606513,-1.6269833870611112,4,5,0.3599999999999999,0.011906638434080385,-0.26174661211020017,0
flexithrix dorotheae,peripheral_node,0.008528615721134343,0.3043278277956035,16,16,0.0,0.006813280435565141,-0.044724802367345336,0
methylococcus capsulatus,peripheral_node,0.00639524661007486,-0.01755737468051563,14,16,0.234375,0.005684064873558206,0.2672987315593973,0
prevotella spp.,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
enhydrobacter aerosaccus,connector_node,0.0001949042946512069,0,3,6,0.75,0.0016619678012637893,-0.9022239686937146,5
aeromonas spp.,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
sphingomonas faeni,connector_node,0.0001949042946512069,0,3,6,0.75,0.0016619678012637893,-0.9022239686937146,5
bacillus thermoamylovorans,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
bosea spp.,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
corynebacterium durum,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
anaerococcus hydrogenalis,connector_node,0.00574967341808232,0.7355712689018336,23,23,1.0,0.21158563855512813,0.582631791978684,1
dietzia spp.,connector_node,0.012359000663978723,-1.0946416039581788,8,12,0.9375,0.0555550786920617,0.3900247099340051,1
