,taxon_id,treatment_1,treatment_2,log2_median_ratio,median_diff,mean_diff,wilcox_p_value,otu_id,kingdom,phylum,class,order,family,genus,species
33,hu,recovering C,recovering M,-2.16992500144231,-3.5,-4.05714285714286,0.0413141845366909,OTU_64,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,methylocella,methylocella palustris
34,bc,recovering C,recovering M,-1.58340394230748,-30822,-26408.6571428571,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
35,cf,recovering C,recovering M,-1.52682523507986,-15895,-20494.9857142857,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
36,dz,recovering C,recovering M,1.58496250072116,2,10.4,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
37,gx,recovering C,recovering M,1.58496250072116,2,10.4,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
38,lg,recovering C,recovering M,1.58496250072116,2,10.4,0.0192240447377192,OTU_22,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.
39,ak,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
40,az,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
41,cc,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
42,dy,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
43,gt,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,NA,NA,NA,NA,NA,NA,NA,NA
44,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_181,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
45,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_311,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
46,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_639,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
47,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_182,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
48,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_106,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
49,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_174,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
50,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_144,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
51,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_15,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
52,lb,recovering C,recovering M,4.02147972741045,190.5,210.871428571429,0.0192240447377192,OTU_443,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
53,aw,recovering C,recovering M,Inf,5,6.14285714285714,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
54,bv,recovering C,recovering M,Inf,5,6.14285714285714,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
55,dl,recovering C,recovering M,Inf,5,6.14285714285714,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
56,gc,recovering C,recovering M,Inf,5,6.14285714285714,0.0413141845366909,NA,NA,NA,NA,NA,NA,NA,NA
57,kb,recovering C,recovering M,Inf,5,6.14285714285714,0.0413141845366909,OTU_43,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus
