,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id
19,OTU_24,-1.13146082566433,1.65086712091991,-0.581559600332641,0.000898173792904452,0.00592227452303812,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
20,OTU_25,4.39700261469687,2.6884809143591,1.57782492292561,1.06449387820464e-12,5.0821377884712e-11,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,azospirillum amazonense,initial,mid,OTU,i_vs_m
21,OTU_251,4.85687550640298,2.95310341466777,1.6065016144929,2.11961878400653e-12,8.0605102492808e-11,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,cytophaga,cytophaga spp.,initial,mid,OTU,i_vs_m
22,OTU_254,2.10157818792955,3.63959971316197,0.511639704164583,0.00754899009051355,0.0276261695454764,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,chelatococcus,chelatococcus spp.,initial,mid,OTU,i_vs_m
23,OTU_262,1.81718880801152,2.50100839161468,0.634397722812069,7.04478172814057e-05,0.000576955414505555,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,initial,mid,OTU,i_vs_m
24,OTU_267,2.49952343938942,3.99553507431532,0.569720928460983,0.00276556947094111,0.0129756647236832,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium sp.,initial,mid,OTU,i_vs_m
25,OTU_27,-1.30490369927529,2.64512781687371,-0.419442186838437,0.0115284627025379,0.0477652792826741,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,initial,mid,OTU,i_vs_m
26,OTU_275,2.34804704693697,1.83230222557202,1.19352974961248,8.870310818783e-11,2.66433713842938e-09,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,initial,mid,OTU,i_vs_m
27,OTU_276,3.00928047585923,2.80638676480675,1.00016124118564,1.65591231305332e-07,2.19644862160037e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
28,OTU_28,2.19208871546846,1.82680199883299,1.06774015173352,1.91542937605339e-07,2.86249816602818e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,initial,mid,OTU,i_vs_m
29,OTU_297,5.34890489265266,2.83787141642608,1.83032162916684,1.81876167618278e-14,1.29131685721948e-12,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
30,OTU_300,1.93013960105033,3.73377199910071,0.452553588446049,0.0107645859116753,0.037169138834316,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
31,OTU_321,4.15067094917548,2.85846529768277,1.36047424215862,1.17012980488325e-10,3.13965398013438e-09,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,escherichia vulneris,initial,mid,OTU,i_vs_m
32,OTU_348,2.76020912832087,3.50144779209486,0.713851891297383,7.73636296070182e-05,0.000556348494402035,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,enterobacter sp.,initial,mid,OTU,i_vs_m
33,OTU_356,1.54538567929569,3.19342255658014,0.412706511891152,0.0107417237597074,0.0400544199553874,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
34,OTU_361,3.30342859790605,3.42681687356305,0.895852675021816,3.69030640445171e-06,3.96458406381884e-05,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
35,OTU_37,2.35767081642475,4.21166286897527,0.483701654218345,0.00544135741439335,0.0250012574077828,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,initial,mid,OTU,i_vs_m
36,OTU_370,2.23370122013278,3.73337536256299,0.525358895414685,0.00221026069895964,0.012209641824644,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
37,OTU_383,-1.22811573537165,1.5745276603755,-0.686788160216639,0.000114495083053903,0.000980347075699263,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
38,OTU_40,2.37557753026993,2.2809020045179,0.949384771478303,1.08415591227292e-07,1.66934253628228e-06,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus sp.,initial,mid,OTU,i_vs_m
39,OTU_409,1.14475805554155,1.42510169628555,0.678683205264818,0.0081186920214617,0.0397773468504778,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
40,OTU_41,1.48396845469479,1.36747835654414,1.00368787364035,1.40733991847093e-07,2.20840065264565e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
41,OTU_429,1.57383272859218,2.75990509309739,0.506532083868233,0.00255662642288191,0.0148912122437992,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
42,OTU_43,-3.6676558151017,4.59491763363967,-0.71176512204966,0.000127073107179273,0.00106631626621157,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus,initial,mid,OTU,i_vs_m
43,OTU_445,2.10058162853662,3.92905457649436,0.469395360469907,0.00888931207731609,0.0339021361945844,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,initial,mid,OTU,i_vs_m
44,OTU_446,2.46015666395274,2.62093201131595,0.850548231478482,1.20745792328989e-05,0.000122315305864395,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
45,OTU_448,-2.06900551443696,4.01676008491044,-0.458508023020702,0.00928463135734162,0.0364272632558686,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
46,OTU_45,2.42541882474605,3.85819297968757,0.559305534319808,0.00136002771087241,0.00734398547770015,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
47,OTU_451,5.58077302933927,2.84656993562838,1.90351203936647,5.00234948594031e-16,8.09462084861792e-14,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
48,OTU_457,1.44932921943732,2.9697645677047,0.471977413395456,0.00805048087064293,0.038353839706418,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,initial,mid,OTU,i_vs_m
49,OTU_460,1.71742361204658,3.49156559271828,0.419755267425313,0.0128935567184206,0.0415782167111918,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
50,OTU_48,3.57908619740366,3.53830222969919,0.921315839847923,2.86284070358543e-06,3.22807567293061e-05,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
51,OTU_49,3.07231300047914,2.81333530493192,0.984955026647877,2.65688677292391e-07,3.68489965692807e-06,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
52,OTU_491,2.38567018894428,3.23019424344282,0.653941432405909,0.00019537901692129,0.0014168414441688,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus sp.,initial,mid,OTU,i_vs_m
53,OTU_5,1.38514797155409,2.45646140108069,0.528438085435801,0.00199722220015145,0.0132186641335987,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
54,OTU_50,1.94420828186627,2.03377970161592,0.855619947570082,2.9850103878852e-06,3.12439113269611e-05,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium straminoryzae,initial,mid,OTU,i_vs_m
55,OTU_521,5.97081874264509,2.24062435377779,2.56409577755392,9.21154240921194e-16,1.50423566349599e-13,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,initial,mid,OTU,i_vs_m
56,OTU_530,-1.22105565865697,2.40350858223036,-0.445163346620865,0.00594119037816122,0.0293314357924302,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
57,OTU_536,4.49147310147296,3.22389358020837,1.3048794327575,3.43155172059136e-10,8.37243732406371e-09,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas sp.,initial,mid,OTU,i_vs_m
58,OTU_54,4.11303535512384,3.27134648433698,1.19038408161198,3.87536651932999e-09,7.33631074369891e-08,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,initial,mid,OTU,i_vs_m
59,OTU_542,-1.0858307911771,1.91737634546279,-0.481193982621317,0.00176056917106,0.0102906509549694,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
60,OTU_548,-1.10091293041643,1.34004866957719,-0.73457842558768,8.25990063074298e-05,0.000730657389868028,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
61,OTU_56,2.43560809138873,3.82380094110875,0.562913551592152,0.00233636019192616,0.0109301007067743,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
62,OTU_567,-1.2143728409505,1.8796447936614,-0.550652159475131,0.00193570411695025,0.0113291012002981,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
63,OTU_569,2.99213403776655,1.23263919995164,2.33951498924037,3.7928310156897e-15,3.80961945294576e-13,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter spp.,initial,mid,OTU,i_vs_m
64,OTU_584,2.79430071434097,1.93765568142829,1.35670276555493,7.08543777986358e-10,1.82418532799761e-08,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
65,OTU_59,3.07805625766511,3.91510539100393,0.713250194375236,0.000179995300104084,0.0013589319006976,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,initial,mid,OTU,i_vs_m
66,OTU_591,0.731414907048424,1.39497775435307,0.453336048833907,0.0082352727783305,0.0359448046893787,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
67,OTU_594,3.79072007000369,3.02629129666372,1.18412406135436,1.09913241338329e-08,1.8569821234129e-07,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas spp.,initial,mid,OTU,i_vs_m
68,OTU_60,1.51292062190276,2.69414562865383,0.496428818879949,0.000871652809366577,0.00575220403663781,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,initial,mid,OTU,i_vs_m
69,OTU_600,1.91695045194331,3.44031374923415,0.488433786118427,0.00178537542696681,0.0101299573674645,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
70,OTU_61,-1.50884618309529,2.79024849841727,-0.459702124595104,0.00599548077046522,0.0277648505949511,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
71,OTU_611,1.59391426079735,2.64587094313231,0.514806901645076,0.000557300410840372,0.0036324166634551,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
72,OTU_620,-0.893622197930956,1.55824673440802,-0.546502003307014,0.00207788267413104,0.0119938200847939,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
73,OTU_634,2.49200816716676,3.25583077134806,0.664452469030492,3.09152604389167e-05,0.000294391988711782,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
74,OTU_636,-1.13425045732789,1.91597531753058,-0.523098326723225,0.00403324362006676,0.0188192761119232,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
75,OTU_640,-1.06365094820341,1.46471579734094,-0.809536464364881,2.66610293207014e-05,0.000281100817473174,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
76,OTU_77,3.51769262162013,3.38237153977906,0.959551249049747,8.30195139319256e-07,9.98589627352925e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas pangongensis,initial,mid,OTU,i_vs_m
77,OTU_78,3.60653182891514,3.31681608712877,0.990783032108818,4.12958962060872e-07,5.39270114177549e-06,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio sodomensis,initial,mid,OTU,i_vs_m
78,OTU_8,2.40618197462994,1.71142245229625,1.30822806651754,6.76917738897325e-09,1.50815189122607e-07,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
79,OTU_81,1.2652952100002,2.64822397810537,0.38792448852969,0.0130291952721887,0.0483933476142416,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium petrolearium,initial,mid,OTU,i_vs_m
80,OTU_85,3.29224694488379,3.32329030728573,0.896512269074721,3.0824664402094e-06,3.34621417931246e-05,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,rhodothermus spp.,initial,mid,OTU,i_vs_m
81,OTU_89,1.30088234543057,2.37495737206863,0.48166301387493,0.00521937414046229,0.0263002269436339,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
82,OTU_9,5.6833937104029,1.52851283604898,3.46202583566178,8.88871176596201e-16,1.50606850058095e-13,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,initial,mid,OTU,i_vs_m
83,OTU_95,2.59923568621621,3.61379771167532,0.642910724057555,0.00066325633130335,0.00376343726016962,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,prolixibacter spp.,initial,mid,OTU,i_vs_m
84,OTU_99,2.7440415555475,3.6057848545637,0.686611805135919,0.000171806339183832,0.00122325536669305,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
85,OTU_102,1.63403764333494,1.7708344756512,0.860217003889827,1.77438748227365e-05,0.00010157291448671,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas pangongensis,initial,mid,species,i_vs_m
86,OTU_12,-3.46080658981261,3.10720266926873,-1.10536937381837,1.16870347596472e-07,1.27666925880256e-06,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,initial,mid,species,i_vs_m
87,OTU_14,-1.24799197834772,1.86875821020008,-0.623431014174595,0.00293491151696297,0.0110602451100764,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,initial,mid,species,i_vs_m
88,OTU_143,1.99509919131629,3.44914851244583,0.502924030870126,0.00644036072294281,0.0165207987290624,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,initial,mid,species,i_vs_m
89,OTU_15,-1.85550136351491,2.77916224587277,-0.643136750469745,0.000655399676577867,0.00322476802883375,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,initial,mid,species,i_vs_m
90,OTU_16,1.99116980699897,2.27451513570788,0.792510928057907,3.15899081259266e-05,0.00021026178591547,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,initial,mid,species,i_vs_m
91,OTU_17,-2.29177534901338,3.88513756702881,-0.515203427515723,0.00256809891706468,0.00884514068006313,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,cloacibacterium,cloacibacterium normanense,initial,mid,species,i_vs_m
92,OTU_18,2.60076179476092,4.12359075201178,0.553018973037493,0.00234568803281118,0.00831457447392699,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas veronii,initial,mid,species,i_vs_m
93,OTU_196,1.46805986058975,1.24873710919624,1.10381189615886,1.81063618949804e-07,1.74229678258726e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum anthropi,initial,mid,species,i_vs_m
94,OTU_22,-4.23945412857787,3.80307583350091,-1.01326394213883,1.3756275616351e-07,1.42080408286501e-06,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,initial,mid,species,i_vs_m
95,OTU_25,3.78394642112727,2.71991876570055,1.30031316701338,2.6199092726285e-11,7.10856704352174e-10,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,azospirillum amazonense,initial,mid,species,i_vs_m
96,OTU_251,4.29579685465609,2.93279790791896,1.36748807126921,6.06866204477977e-11,1.25919653431182e-09,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,cytophaga,cytophaga spp.,initial,mid,species,i_vs_m
97,OTU_262,1.0461593339124,2.26288848035938,0.380197925882312,0.0156212068283325,0.0383835793112593,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,initial,mid,species,i_vs_m
98,OTU_284,-1.31004046928857,2.02264601905433,-0.596395696063441,0.00198057244526397,0.00804811628880152,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,escherichia spp.,initial,mid,species,i_vs_m
99,OTU_321,3.65405135456434,2.96621810444998,1.11745258962306,1.56671121339394e-08,1.81688965389682e-07,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,escherichia vulneris,initial,mid,species,i_vs_m
100,OTU_34,-1.34161547729526,2.40667688299437,-0.457352813247143,0.00419854829488932,0.0139039744942108,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes elegans,initial,mid,species,i_vs_m
101,OTU_348,2.25391539927875,3.3352087498475,0.603506761667467,0.000853206022902232,0.00307850412172213,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,enterobacter sp.,initial,mid,species,i_vs_m
102,OTU_4,-1.06863669220876,1.7760819161003,-0.552402857502057,0.00351238392121616,0.0127491352109276,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,species,i_vs_m
103,OTU_40,2.01254861704036,2.28723067288079,0.772679983206365,1.84856282105807e-05,9.78086939208072e-05,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus sp.,initial,mid,species,i_vs_m
104,OTU_43,-4.2424917156,4.67796711676609,-0.809406496597049,1.54594526820143e-05,0.000101826915491311,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus,initial,mid,species,i_vs_m
105,OTU_50,1.40046915592602,2.10622430630557,0.568702384743728,0.00125382842986964,0.00455497752909619,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium straminoryzae,initial,mid,species,i_vs_m
106,OTU_536,3.92079602344885,3.09019305832447,1.19517211074658,2.36484472731011e-09,3.60616026881888e-08,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas sp.,initial,mid,species,i_vs_m
107,OTU_54,1.18393880175951,2.1535737773914,0.486774685524852,0.00553948697922895,0.0170530252104742,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,initial,mid,species,i_vs_m
108,OTU_569,2.39310286532301,1.27705576572314,1.78226168663381,6.59547722673638e-12,1.81587856733232e-10,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter spp.,initial,mid,species,i_vs_m
109,OTU_594,3.17251522938844,3.05260698103699,0.970607558430109,7.0121045681624e-07,4.87240903462328e-06,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas spp.,initial,mid,species,i_vs_m
110,OTU_595,-1.6015581248897,2.81867217892549,-0.486553130408044,0.00320006786157352,0.0105094870098203,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium spp.,initial,mid,species,i_vs_m
111,OTU_6,-1.50663120054898,2.70240214213163,-0.547680268236837,0.0052777259159197,0.0185883031612547,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,species,i_vs_m
