,node_role,betweenness,within_module_connectivity,within_module_degree,degree,among_module_connectivity,eigenvector_centrality,node_module_membership,modularity
acidovorax caeni,connector_node,0.0001288200512703804,0.026117584882778416,8,8,1.0,5.637682270073892e-05,-0.30198738465665653,2
fibrobacter spp.,connector_node,0.19579565155862746,0.31898088913156,6,6,1.0,0.00041641679223760323,-0.12475094147378392,1
chlorobium spp.,connector_node,0.008237112928158392,0.31898088913156,6,6,1.0,0.0002082620043117246,0.4034589328071058,1
inquilinus spp.,connector_node,0.0,-1.6192902627322676,1,1,1.0,4.270218004313658e-06,-0.10684839471204735,2
dechloromonas agitata,connector_node,0.025691608355936008,0.9663506406628046,12,14,1.0,9.228759450919154e-05,-0.15421823362367607,2
acidovorax spp.,connector_node,0.0015925525179162011,0.9663506406628046,12,12,1.0,7.737244775968379e-05,-0.1452963690757538,2
opitutus sp.,peripheral_node,0.0685908286599405,0.6601749440126459,11,14,0.38265306122448983,0.24594621970664723,0.02879093039137725,0
beijerinckia spp.,connector_node,0.0,0,4,4,1.0,-2.466583786430057e-17,-0.7680500222472105,6
rhodocyclus spp.,connector_node,0.03274319436512469,0,2,3,1.0,9.296532700329554e-06,0.9532672013278548,8
bradyrhizobium elkanii,connector_node,0.013509161374165789,-0.13608276348795423,2,2,1.0,6.285952186078408e-05,-0.41825759049007977,3
ochrobactrum anthropi,peripheral_node,0.041344895623827684,0.45085118127692897,10,11,0.17355371900826455,0.23425728699197654,0.12263362007741875,0
nitrospirillum azospirillum amazonense,peripheral_node,0.0,0.24152741854121196,9,9,0.0,0.21075776896169618,-0.007979683620435439,0
acinetobacter junii,connector_node,0.020108997508073833,0.7312923767177981,11,12,1.0,8.210317703906172e-05,-0.1658902492339701,2
propionibacterium acnes,connector_node,0.0,0,2,2,1.0,-1.1679382837091515e-17,0.13835104883981927,9
brevundimonas sp.,peripheral_node,0.0007025383815555599,0.6601749440126459,11,11,0.0,0.2487034465243551,-0.12540828788662756,0
rhizobium petrolearium,peripheral_node,0.01656196459166191,-0.8050913951373729,4,4,0.0,0.07110710647671448,-0.010436433964457679,0
escherichia vulneris,peripheral_node,0.030315721923887023,1.288146232219797,14,14,0.0,0.2907618364726881,0.05730504016328965,0
brevundimonas spp.,peripheral_node,0.0518375380779151,0.6601749440126459,11,12,0.15972222222222232,0.22110597818928193,0.0017598165285825419,0
parabacteroides distasonis,connector_node,0.0,0,2,2,1.0,8.870617168730858e-07,0.9717638376069756,8
nitrobacter hamburgensis,peripheral_node,0.0,-1.433062683344524,1,1,0.0,0.020414487933095516,0.19190586924684241,0
methylocystis heyerii,connector_node,0.0,0,2,2,1.0,8.870617168642751e-07,0.9054468232489163,8
pseudomonas veronii,connector_node,0.01730523583986482,0.9663506406628046,12,12,1.0,7.421167707785598e-05,0.14286839821455413,2
stenotrophomonas spp.,connector_node,0.002772150004473668,0.49623411277279156,10,10,1.0,6.730680685185078e-05,-0.03965982203448917,2
zoogloea sp.,connector_node,0.002772150004473668,0.49623411277279156,10,10,1.0,6.73068068517203e-05,-0.03872092876635594,2
bordetella hinzii,connector_node,0.01819910646105431,0.49623411277279156,10,12,1.0,8.15035484827876e-05,0.06250407708383604,2
cytophaga spp.,peripheral_node,0.029208303666720677,1.0788224694840798,13,14,0.1377551020408163,0.2957106867645216,-0.17525151475222206,0
rhizobium straminoryzae,peripheral_node,0.01446461829743892,0.8694987067483629,12,12,0.0,0.25191244222690684,-0.012124302305786707,0
methanosaeta sp.,connector_node,0.0,0.2041241452319317,3,3,1.0,0.011218143381280158,0.745048153600757,5
pontibacter korlensis,connector_node,0.01656196459166191,-0.9370063618239575,3,3,1.0,0.0003300019232255189,-0.2884244594051264,1
bacteroides fragilis,connector_node,0.020600839713256113,0.7376433061167325,7,8,1.0,0.0002790851532171013,-0.0008931686825583555,1
sphingobium yanoikuyae,connector_node,0.004297334860503077,0.9663506406628046,12,13,1.0,8.387812352586029e-05,-0.0887365100446928,2
rhodothermus spp.,peripheral_node,0.013733271362737935,0.45085118127692897,10,11,0.17355371900826455,0.22165499967533375,-0.2742273861415649,0
rhodovibrio sodomensis,peripheral_node,0.20578922871142444,0.8694987067483629,12,15,0.3599999999999999,0.2343612190563562,0.05282312188328307,0
rhizobium sp.,peripheral_node,0.0,-1.433062683344524,1,1,0.0,0.0022349427924193803,-0.055524441397699964,0
enterobacter sp.,peripheral_node,0.0,-1.223738920608807,2,2,0.0,0.044587237461177445,-0.14333922863432905,0
gemmatimonas spp.,connector_node,0.012685812776763549,0.6123724356957947,3,5,0.84,0.05264800422878308,0.3050824195545554,3
bacteroides caccae,connector_node,0.011741040486264086,-0.9141154708972479,4,4,1.0,2.5690122890448688e-05,0.10354668185560591,2
eubacterium rectale,peripheral_node,0.0,-1.433062683344524,1,1,0.0,0.006193922240936805,0.093594323954128,0
citrobacter sp.,connector_node,0.0,-1.6192902627322676,1,1,1.0,6.464351876561304e-06,-0.27666964350987633,2
hydrogenophaga spp.,connector_node,0.0,-0.9370063618239575,3,3,1.0,2.4575370551424645e-05,0.006780168805616431,1
ochrobactrum intermedium,peripheral_node,0.027679119591617778,-0.595767632401656,5,5,0.0,0.025657460479499548,-0.1170468034919838,0
pseudochrobactrum kiredjianiae,connector_node,0.0,0.2041241452319317,3,3,1.0,0.011218143381280167,0.745048153600757,5
steroidobacter spp.,connector_node,0.06465829050066628,1.2247448713915894,4,9,0.691358024691358,0.10634959153143159,0.8009493566958746,5
oligotropha carboxidovorans,connector_node,0.0,-1.7743311957943024,1,1,1.0,2.874545672151795e-05,-0.39776665092362595,1
salinibacter spp.,connector_node,0.04236782200831217,-0.518343944838785,4,10,1.0,8.119175696154003e-05,0.32321764078781323,1
pantoea agglomerans,connector_node,0.008389673279663218,1.156305723101905,8,8,1.0,0.0006381398329341844,0.186256259091792,1
chelatococcus spp.,connector_node,0.0,0,1,1,1.0,-7.249064862618694e-19,-0.5978466594457117,10
afipia broomeae,peripheral_node,0.07611026871744388,1.7067937576912307,16,18,0.2098765432098766,0.3238520916039913,-0.012562009648291102,0
methyloligella halotolerans,peripheral_node,0.021816406774268386,-0.595767632401656,5,5,0.0,0.04319500424225075,-0.1600348946380536,0
rhodopseudomonas oryzae,connector_node,0.0,-1.8371173070873834,1,1,1.0,0.00926378716474408,0.7635803961337223,5
porphyromonas spp.,connector_node,0.0,0,4,4,1.0,0.004877852111611924,-0.5662348296902121,7
methylocella silvestris,peripheral_node,0.11383369059685534,-0.17712010693022198,7,10,0.51,0.15647965940062766,-0.01976133176524199,0
sphingobacterium spp.,connector_node,0.03396957612245019,0.7312923767177981,11,14,1.0,9.605060338254294e-05,-0.05599047901194084,2
nitrobacter spp.,connector_node,0.0,0,4,4,1.0,0.00487785211161194,-0.5662348296902121,7
spirosoma spp.,peripheral_node,0.00980063923261841,-0.8050913951373729,4,5,0.3599999999999999,0.09082619073273303,0.060983207601654245,0
hartmannibacter stappia sp.,connector_node,0.0,0,4,4,1.0,4.0599626996740385e-18,-0.8255532141706694,6
aquabacterium spp.,connector_node,0.0,-0.8845379626717031,1,1,1.0,0.0024475106413153164,-0.14569211232253904,3
tumebacillus sp.,connector_node,0.0,-1.118033988749895,1,1,1.0,-9.053014078074892e-18,0.3007512973720684,4
staphylococcus aureus,connector_node,0.0,0,4,4,1.0,0.004877852111611941,-0.5662348296902121,7
lactobacillus iners,connector_node,0.0,0,2,2,1.0,-2.016614402374853e-17,0.5358948359861829,9
roseburia spp.,connector_node,0.03538222341689397,0.6123724356957947,3,6,0.75,0.06320558284980925,0.23934310306664358,3
paenibacillus spp.,connector_node,0.016238667416064743,-0.13608276348795423,2,2,1.0,0.0007089677100753331,0.016628582005280924,3
oribacterium sinus,connector_node,0.0,0.2041241452319317,3,3,1.0,0.011218143381280169,0.745048153600757,5
flexithrix dorotheae,connector_node,0.04135226352278795,1.3608276348795436,4,4,1.0,0.008076190419013791,0.1661073430812727,3
methylococcus capsulatus,connector_node,0.06396344945745289,0,4,6,0.8888888888888888,0.04136487825732937,-0.09139552341430233,7
methylopila sp.,connector_node,0.0018590417265438397,-0.518343944838785,4,4,1.0,0.0004680821707531978,0.06762831324502398,1
enhydrobacter aerosaccus,connector_node,0.0,0,4,4,1.0,-2.246896028774478e-17,-0.9064347934864727,6
burkholderia ubonensis,connector_node,0.0,-1.7743311957943024,1,1,1.0,2.43102528464081e-05,0.04399747917750824,1
aeromonas spp.,peripheral_node,0.0,-1.01441515787309,3,3,0.0,0.006569802692691111,-0.38143016209727426,0
methylocystis sp.,connector_node,0.0,0,4,4,1.0,-4.245458644237493e-18,-0.712360690183267,6
sphingomonas faeni,peripheral_node,0.0,-1.01441515787309,3,3,0.0,0.006569802692691106,-0.1969705243403476,0
lactobacillus helveticus,connector_node,0.0,0,4,4,1.0,0.004877852111611912,-0.5662348296902121,7
